종목코드,판매비와관리비,판매비와관리비_전기,판매비와관리비_전전기,매출원가,매출원가_전기,매출원가_전전기
114840,61147255452.0,39615866204.0,30348257863.0,135821054536.0,131632284425.0,94341459952.0
072870,37119610270.0,41704399017.0,42088612584.0,69622626189.0,68779842290.0,55336751186.0
123860,26529968840.0,25108453840.0,21665570657.0,61483265462.0,137057860017.0,45330978803.0
093190,45583001532.0,38046803953.0,34386492714.0,71971554770.0,66020843469.0,64469697199.0
199430,8148528790.0,9967620650.0,7669619989.0,15303100678.0,16286961763.0,18070341080.0
032620,94420805990.0,90486928630.0,77407210172.0,95752938907.0,94947924233.0,73124501296.0
023910,33635544553.0,31707763533.0,30126916024.0,143792840358.0,134406606101.0,129989171167.0
122990,53860320907.0,45319789501.0,51590253707.0,303657590801.0,329210698170.0,304661335855.0
118990,129944575482.0,105904715259.0,72425223823.0,530540320842.0,437370800207.0,405414542713.0
123410,77747322201.0,69248854705.0,61920452571.0,662707873469.0,629123254565.0,583694512866.0
042600,14617239351.0,15511468255.0,15252673408.0,152963422825.0,179706975517.0,186059271556.0
104480,22138410038.0,19176867533.0,17445075702.0,321214634697.0,321982845514.0,366003913487.0
066410,9331651364.0,12637316550.0,12954751367.0,14124747382.0,13086230723.0,11648628188.0
046070,27152879181.0,31505641323.0,53643841810.0,243489759223.0,257039055277.0,307030819674.0
119610,22472028105.0,29727069314.0,31431469978.0,76484996232.0,80296990294.0,82673599737.0
382900,4575647932.0,3840482537.0,3560813055.0,37927592877.0,29943064442.0,32195235691.0
264450,25555143894.0,25365038991.0,30609638533.0,67778417370.0,66057367793.0,90629578796.0
024800,,,,60123908305.0,142133694066.0,227082057258.0
011040,103452037794.0,103126237472.0,103588413925.0,79117439229.0,79534271686.0,73261360202.0
263860,23945936830.0,21140918574.0,19329334915.0,17428251533.0,18624578673.0,17095255174.0
054800,232585860175.0,199765759119.0,171003570779.0,585771759144.0,518449541882.0,532834137981.0
032580,9853869612.0,10997637577.0,9476783366.0,45827657389.0,38341159142.0,42597102940.0
389020,9817859554.0,6271498227.0,5485601591.0,7890200195.0,15533432575.0,8278685069.0
405100,24157353079.0,22930736674.0,19814995662.0,39921035959.0,37552487812.0,32689760167.0
078070,34102360386.0,33504644741.0,38675391915.0,90954506795.0,77796924146.0,100325880094.0
046440,38592118319.0,47594138984.0,50688623520.0,152186028522.0,179567930533.0,189223692527.0
093640,14548159374.0,15706175541.0,12670294009.0,4699000272.0,5368429419.0,21776178799.0
138360,4512160137.0,5477359984.0,4331447787.0,18277866141.0,17196842328.0,8247908591.0
023600,66938504310.0,64812506646.0,62864508624.0,443018224342.0,454752495946.0,425395535556.0
187870,8398596686.0,6516906320.0,7754554310.0,58350548446.0,36421101031.0,45088333289.0
126640,9993796736.0,8962370788.0,8821415314.0,357161710987.0,311653757996.0,342349560861.0
251370,26111028078.0,23073163211.0,24853084250.0,105567883098.0,110563287166.0,105726849616.0
041020,69179576224.0,64845352447.0,30148277231.0,245918037251.0,206626387225.0,71495587963.0
024060,5808722789.0,6076252135.0,6087587984.0,103037832177.0,111058922571.0,120520819218.0
092070,17428144060.0,17866872806.0,18899325627.0,62379005841.0,57100616549.0,68196031745.0
039840,100121693752.0,114530966834.0,92211572916.0,53851338700.0,45854287034.0,42709961205.0
065660,5097073234.0,6378286279.0,7740196583.0,4872464902.0,4304518820.0,3833895581.0
039860,21285683394.0,16415935544.0,14570798082.0,15743050829.0,13427218553.0,14494952576.0
049960,30711040425.0,29264153116.0,36779346367.0,14500870273.0,13852546417.0,14812653896.0
101360,13321170221.0,9904056515.0,8209685621.0,129247504028.0,94510201656.0,46213017091.0
289080,18485138928.0,17356227994.0,17069242344.0,,,
445180,12485268996.0,10583684988.0,8813451847.0,112843886357.0,97994243598.0,98807614672.0
048870,,,,62712682573.0,52501372029.0,51611643326.0
051160,114666978755.0,107764972007.0,124146457119.0,447334227672.0,410317687763.0,369551130038.0
054450,80399120790.0,75636683250.0,63670619270.0,118592452694.0,106104578193.0,110647097459.0
331920,6191424765.0,5579659412.0,7292889806.0,2900256298.0,3042468537.0,5055097291.0
418550,6077162997.0,7749879069.0,7536970584.0,53328795609.0,80580396776.0,94934152235.0
265740,6644024471.0,13144116363.0,6333576414.0,52459676248.0,34169876756.0,32467366532.0
413630,5602073764.0,5512405621.0,4251747022.0,11312935164.0,12462582388.0,11356880351.0
051370,17462397970.0,14368256264.0,23240505434.0,421855525260.0,448727168270.0,393057856848.0
005990,617975873307.0,652975296842.0,615967850948.0,1514262692816.0,1458918628908.0,1448196994135.0
013990,103927122761.0,101261021683.0,99110183694.0,71163802749.0,66275839962.0,70726413496.0
001540,163583223732.0,147935595648.0,123254399268.0,106571606479.0,103219449031.0,93104723776.0
079960,25254780742.0,26838077695.0,24239076709.0,517602852614.0,469936579975.0,469716683998.0
060150,21687638826.0,24284863543.0,24098940080.0,147238563189.0,161384862833.0,171052191109.0
274090,13451365181.0,11610169804.0,9303614228.0,72173615670.0,79895993907.0,80961963977.0
067280,60410951469.0,62244442544.0,60091216413.0,238524506954.0,251566227769.0,258221204351.0
293580,6909363694.0,6923164519.0,6195267842.0,,,
088800,40599729186.0,27365877925.0,39209901944.0,159979597666.0,148858599205.0,163128185826.0
005160,55462950776.0,63060959725.0,84167427273.0,665275877587.0,715245571385.0,699951746792.0
494120,11012279453.0,8420237125.0,7426931193.0,3816267290.0,3202845293.0,2346523551.0
340450,13392814345.0,12940264700.0,13536993276.0,16905430665.0,14181034672.0,13594981388.0
147830,7139872564.0,6191779369.0,5996510905.0,20211434614.0,19047734932.0,29337689296.0
036170,4158205528.0,2435628377.0,2254361902.0,25182026250.0,12409176728.0,12254961073.0
148150,74728742420.0,73566429373.0,62154216007.0,201425862839.0,215271054459.0,206139463461.0
408920,7732952378.0,8226527526.0,6149060690.0,46091909388.0,41750235835.0,33495284057.0
469610,9464011624.0,8246868279.0,6163871648.0,57596920046.0,47237059011.0,41111801674.0
035080,191271726649.0,162132842755.0,151384075814.0,2899902748955.0,3161290268886.0,3269572863986.0
086890,28866570920.0,29945114826.0,31495583256.0,26171381393.0,16911588017.0,18923889489.0
003100,19037044808.0,20177158521.0,17866731568.0,129994832615.0,130200542968.0,128346390726.0
038290,68445025834.0,52588890486.0,49576598317.0,125075160361.0,88647914000.0,83563454833.0
334970,17995831290.0,24743456430.0,22622859762.0,28219080555.0,10855571142.0,1212666874.0
084990,10886497838.0,20835302686.0,37367305223.0,1609723879.0,2093423748.0,2079770260.0
255220,21266120265.0,21835963302.0,22328031167.0,80227819699.0,103172358018.0,72061845965.0
226590,3164946698.0,1939739012.0,1398748882.0,81783630549.0,41578977763.0,13198537572.0
035610,55070417730.0,54249007161.0,48285526887.0,40959628313.0,40673492180.0,39007654741.0
338840,11649848926.0,12820108060.0,12531670151.0,532318052.0,1389665927.0,1090103135.0
069510,41842222070.0,42799109875.0,37793611956.0,380533550518.0,422592891323.0,352245661024.0
047770,,,,19462655657.0,19682001945.0,20511943780.0
041520,19135112327.0,18088074107.0,14622385279.0,19653638201.0,15828973683.0,8803674234.0
489500,5541037971.0,4494619267.0,2658774844.0,10068524503.0,10414102755.0,6988248370.0
140670,12797313962.0,11736071797.0,13055437229.0,57801965128.0,68744597968.0,71197293963.0
474650,8102634877.0,6699193248.0,3244425473.0,12399618218.0,8485523173.0,3337518297.0
264660,15121855376.0,13058450952.0,11517318901.0,156330161281.0,125189004423.0,142467356391.0
049720,161289167084.0,155999130921.0,145143999945.0,,,
136540,24377649150.0,24182906154.0,25801888453.0,53061147306.0,51952372618.0,57962721994.0
473980,25266169389.0,20563625747.0,18826741744.0,38119721782.0,40167455161.0,23677351523.0
417010,12229414122.0,11470952943.0,8004477093.0,28595710617.0,24683071048.0,33741847560.0
457550,5223466831.0,5095693986.0,4240378811.0,34525546225.0,33543885646.0,30549219375.0
080420,152575444981.0,162934432654.0,183041276449.0,177634455436.0,187391507311.0,190765300032.0
394420,14971883911.0,15534774309.0,15621813451.0,4497111493.0,4885490814.0,2732564729.0
0088M0,7877873655.0,7117766863.0,6995405328.0,2332229416.0,1199222383.0,1089739723.0
321550,21190859143.0,20647108955.0,29384379877.0,7244496349.0,4844311346.0,3346475444.0
108230,32194573642.0,42784973879.0,24490784406.0,141951469388.0,418354644152.0,508214528911.0
009780,20013539287.0,18787774686.0,17981205715.0,147995314180.0,143450745070.0,147363963246.0
102120,28829336698.0,25527484469.0,26502907323.0,205146122011.0,211689500727.0,220576559094.0
094840,4089527865.0,4632092285.0,10471700742.0,13274400658.0,13006210344.0,12592540320.0
285490,13935938036.0,13048505485.0,14798112983.0,34953860237.0,40152557390.0,52014830590.0
146320,12484033139.0,14588819139.0,13119840603.0,71172304896.0,64847278683.0,52234060857.0
086980,10252709409.0,10768216753.0,9504314814.0,64146400339.0,57824936021.0,58961059718.0
0015N0,29789486871.0,29098169732.0,26406823811.0,16258338283.0,17844580266.0,14838441842.0
192410,8655973894.0,9983260063.0,9124478586.0,9885905790.0,9529221996.0,16812878678.0
220260,7645868951.0,6948848006.0,4106783662.0,48115496583.0,39572873882.0,39923590134.0
388790,4815696704.0,5711140668.0,5832911121.0,12290366948.0,12767995736.0,15751710641.0
240550,23245238248.0,19166525952.0,14507296954.0,73286442783.0,70901162451.0,59890676052.0
361390,4571394668.0,4167752404.0,4219995512.0,57145680180.0,54833436261.0,49741054842.0
036690,20863248923.0,25944422816.0,27035112357.0,78438451322.0,103553258928.0,119347339965.0
048550,41340613769.0,42880886291.0,44854529231.0,60430236041.0,65474063439.0,80370606144.0
267320,9045732082.0,10371225696.0,9302115021.0,80173950326.0,181543651681.0,115732452883.0
095700,35786552104.0,36005029672.0,41628371684.0,4959629241.0,4173466424.0,4039141930.0
142210,33966249393.0,30717257819.0,21610916373.0,702739659530.0,645444180273.0,545559009693.0
211270,8406902987.0,10855683693.0,8451748555.0,43706692213.0,40475756893.0,30910954355.0
297890,22557973729.0,23810040405.0,22428202379.0,35894530962.0,88379624793.0,66977809347.0
052260,40822949160.0,36481660460.0,26330497770.0,76964979864.0,66672855551.0,56924837060.0
056090,17042695201.0,17018397980.0,19974333544.0,26076359040.0,18497542975.0,16708446026.0
950190,20292571.0,20838375.0,26998396.0,48047215.0,30727294.0,29705652.0
322310,33693817246.0,30127966878.0,28022739318.0,26814050788.0,25200971755.0,15137084985.0
149950,6138653116.0,6114795387.0,5124676873.0,68657658265.0,72633561934.0,68446593986.0
095190,12723705357.0,7640605738.0,7896099463.0,84558824992.0,73889722283.0,90587418126.0
307750,21041714172.0,21505284581.0,18777888010.0,112573415234.0,114594111309.0,96721165515.0
122450,60137470033.0,71911085984.0,73387412039.0,247591773061.0,272164368114.0,267645424205.0
032940,63004032243.0,59049246154.0,51558526041.0,78808160267.0,70368004843.0,65833090031.0
027710,128324469230.0,121601253671.0,112993357814.0,1292557554214.0,1291520389034.0,1361009414700.0
008830,,,,208744055059.0,239805023419.0,261746445936.0
458650,13076878492.0,14780344078.0,14088829781.0,71432623250.0,101498141029.0,103648267999.0
232680,12993893212.0,12946499287.0,8269827661.0,36898467330.0,33808117719.0,24292403740.0
212560,13695839050.0,14650079112.0,11199963481.0,204754274991.0,191276141374.0,176646578358.0
021320,199966221049.0,130061037594.0,63458193441.0,1545100097026.0,1632381703040.0,1827986861360.0
228850,44870286810.0,41537346616.0,38197899318.0,73803055408.0,77394981946.0,85092455477.0
073010,6205510732.0,5105935495.0,4080312698.0,77787445321.0,66348734040.0,65708073993.0
282880,48924855376.0,35240882298.0,30387089290.0,131223544723.0,205546149838.0,282753951159.0
418420,11486197192.0,11886213098.0,8499256293.0,3070513417.0,4005535093.0,4397412200.0
163730,9228626660.0,9476889510.0,8897235146.0,80910264473.0,62599996368.0,70560034477.0
299030,14693986425.0,22199330786.0,23174218393.0,79178379992.0,98417260488.0,103088808006.0
189330,5669350685.0,6595156241.0,7098960568.0,7828045274.0,7783160502.0,3475254169.0
474170,2841373908.0,2835944132.0,2294164617.0,8321534237.0,12642870400.0,12855648759.0
040350,10185282153.0,8157625937.0,6135620788.0,7085217007.0,5652962071.0,7355322273.0
041440,43289832071.0,44848085826.0,39589735777.0,240000667452.0,299493798873.0,306383945836.0
396300,7138366022.0,10882794410.0,8372122472.0,80538933599.0,84113671235.0,76411850992.0
452450,16200966397.0,13288976727.0,8967208604.0,70104727357.0,101326232546.0,72877147300.0
106190,4088447165.0,3928889349.0,2754204342.0,53238681114.0,58026473824.0,63929025418.0
417500,,,,36634385240.0,41094387494.0,32909157268.0
478340,8683101651.0,6767945516.0,3207949596.0,10014719468.0,1963930627.0,1422254030.0
059120,10797864650.0,12696659451.0,11521899470.0,12857310951.0,16660708277.0,14274897562.0
053080,45148212841.0,43324711779.0,34930023703.0,480400479045.0,509445475880.0,364043611785.0
067290,33157946813.0,37076391716.0,43060235071.0,40430319142.0,45984828265.0,55547017620.0
308080,17119529971.0,15342363544.0,20084446567.0,11610385.0,267061343.0,0.0
475230,7835797531.0,8090349314.0,4555141123.0,,,
339950,65947169006.0,58653176182.0,57046790405.0,34461654015.0,31921035561.0,28696492565.0
049520,18257997436.0,17267832889.0,15143179703.0,367651719540.0,386325607916.0,308529472936.0
158430,33098100587.0,28828457764.0,24037750047.0,24147361420.0,22158240958.0,19580425499.0
063570,332856360561.0,301949037431.0,267685592804.0,,,
333430,6837097757.0,7191802838.0,7429931074.0,32973481953.0,37687685869.0,40248319489.0
366030,13502835764.0,14626430974.0,13634791813.0,24736904877.0,27131853464.0,28861822256.0
041590,4786622861.0,9197737881.0,26208944350.0,15180385079.0,12800632537.0,19512903298.0
402490,6614892826.0,5019217425.0,3709415320.0,89507725079.0,12407995647.0,9523571824.0
037070,19631341749.0,22396992678.0,26189809599.0,144977530904.0,152165994879.0,122588863334.0
256940,36001854180.0,11023838014.0,9737552905.0,132570376141.0,110342746207.0,79335518944.0
038540,94137335884.0,112572472055.0,93704562989.0,372636917504.0,552092698142.0,518720330235.0
037350,,,,653853417971.0,940153002843.0,639986502951.0
453450,21399562174.0,25079703875.0,21690967277.0,103392732171.0,103937291582.0,108588133718.0
036630,180606075282.0,204232961876.0,184940017590.0,114342037470.0,179293831763.0,157475027278.0
017510,3166147644.0,2645778121.0,1920069044.0,14351374764.0,8756033647.0,8563052633.0
259630,,,,145339696311.0,103857464793.0,299764760778.0
330350,63167792450.0,59892948573.0,40729020271.0,37613749797.0,37168223130.0,31481005716.0
246710,16010340135.0,14638711262.0,13258485289.0,20087600995.0,2741791007.0,4122475877.0
101170,11428275845.0,9274373061.0,8026686145.0,44495363962.0,64092355560.0,46845069746.0
054920,8956384823.0,7826800146.0,9489486310.0,756174084690.0,439075781532.0,394770646248.0
242040,18281752228.0,20094091332.0,19415509084.0,81740282630.0,73552648179.0,71892747945.0
067900,7243422234.0,6417814441.0,6161116683.0,83679857142.0,77063498697.0,83113702420.0
115500,3125550277.0,2995652407.0,3376168855.0,19674721789.0,24560558905.0,41194883421.0
297090,12618724606.0,10448474933.0,7927710669.0,102443058818.0,92852260596.0,68623069849.0
047310,46144367975.0,48663042442.0,43539843295.0,646757329336.0,682359448414.0,714061426991.0
311320,8151740911.0,6845826939.0,4833989841.0,42042655104.0,32617832110.0,12215985892.0
054050,64169642160.0,60782589261.0,57236610181.0,80977964599.0,72794505039.0,69662192903.0
290720,36631088786.0,49198909643.0,59027131906.0,58327538050.0,86799389922.0,105753759631.0
018120,4531405860.0,4891381668.0,4343123662.0,81238338085.0,85027871867.0,87669198135.0
141000,14946995287.0,20515765179.0,11690904787.0,40991995102.0,30760996474.0,18005874572.0
067990,186521935294.0,172460398353.0,156339987139.0,2321789180056.0,1970934265054.0,1996842457823.0
123040,113757737560.0,128910171397.0,126215597515.0,1586140975017.0,1545589605412.0,1781466159842.0
120240,11390824355.0,10758716100.0,10318554034.0,85508052781.0,73065567191.0,71968157000.0
105330,14092245408.0,14575239190.0,15021293907.0,69922532279.0,66173418442.0,75127659742.0
166480,17152464531.0,20901376193.0,23168322773.0,24229100062.0,29880329120.0,30164466270.0
109740,,,,52026636176.0,29892134916.0,67967464170.0
059210,32165015488.0,30139009733.0,27242596422.0,49358171149.0,46675276658.0,45110498979.0
310200,30426327318.0,26859103430.0,21995053687.0,97189739275.0,78977778447.0,66488868007.0
053700,151344811417.0,124405070536.0,105718496678.0,1471507785011.0,1391948558017.0,1283190651912.0
052860,11559710215.0,14928184696.0,14765596194.0,21268699824.0,19120091626.0,48086313983.0
051980,10585794978.0,12915991348.0,10076254780.0,13786262160.0,13574276354.0,16162254848.0
063170,8178139219.0,8952708066.0,10013212207.0,17109474464.0,15036599252.0,38500461535.0
474610,6683552685.0,6799863402.0,6530355330.0,27434580412.0,24186534351.0,24469631556.0
051360,82976101166.0,82835712216.0,69813733099.0,500162019969.0,482573092198.0,351922769683.0
336680,,,,480691441874.0,441431549013.0,434820025289.0
073560,23479515784.0,22161068013.0,22343146984.0,230879925150.0,242974464423.0,252297823172.0
100700,10844281673.0,10811091267.0,10637283238.0,40111894094.0,37963057285.0,40689477018.0
042510,33122578065.0,30704573874.0,30218721693.0,27846204220.0,29820582878.0,23275814694.0
039560,100129822469.0,75619552268.0,42728997458.0,378412137811.0,250878340097.0,48317334706.0
066590,23928481257.0,23738371438.0,22509895386.0,344229126522.0,321428172717.0,317101019847.0
475580,26366981040.0,19147735087.0,16949059648.0,47122630869.0,32890390324.0,32869165201.0
396470,2961652688.0,2539154250.0,2647344323.0,9776507684.0,10614298329.0,8727852604.0
131030,39306514056.0,36125737048.0,33242241049.0,38979755544.0,37191293554.0,30997611365.0
042500,15224468590.0,14174736943.0,13764466247.0,153558081856.0,136416196112.0,187277530658.0
290740,12634774808.0,10496515734.0,9890000582.0,225725380553.0,190170872615.0,142263696094.0
074430,6265931693.0,5571768280.0,6313615694.0,12160454533.0,13371553163.0,13110991008.0
071280,12854678777.0,14279296223.0,10296071581.0,97592203067.0,126021099977.0,83046799784.0
362320,58081530646.0,38860803811.0,15776971388.0,153934515729.0,188536749185.0,216265412709.0
298540,298774941273.0,305211066571.0,301061122242.0,171778867893.0,181592142817.0,180430809746.0
079650,7210230776.0,4920793794.0,7024348880.0,41223341108.0,33257546765.0,35805261695.0
053260,8362196916.0,8895152513.0,8632500881.0,167359042868.0,188380767252.0,211439785341.0
006620,135251009801.0,139339061809.0,117577272988.0,98189263746.0,97245211526.0,83492984415.0
086710,25799037833.0,17620756008.0,15397020608.0,48907536231.0,51111459653.0,48181686979.0
246720,3847021734.0,4976583852.0,4300745635.0,1337496186.0,2396847457.0,1556006286.0
036220,54718429867.0,50355229348.0,78280114057.0,71483970055.0,54918111950.0,134739275155.0
250060,2172284881.0,2626765717.0,2777326190.0,5860629601.0,4793471161.0,4799227146.0
005860,37092650364.0,35258109946.0,37312464861.0,411898045304.0,392023755855.0,357858195674.0
352090,6807243180.0,5539113291.0,3935168643.0,50932769367.0,48951692678.0,39572068958.0
083500,7146115575.0,6118373328.0,5279484885.0,56161791556.0,73558445758.0,31322272850.0
002230,11551504679.0,10030162648.0,9459872904.0,80327621280.0,67125656391.0,59318545905.0
066790,7001042623.0,4551554743.0,3970457744.0,16290354276.0,14635669799.0,14787214733.0
052420,9773067062.0,9524584202.0,8039251928.0,125811012797.0,114659768326.0,84177710378.0
068240,55977514500.0,48467795267.0,53824460975.0,176788999744.0,245403011072.0,284748282844.0
040300,,,,139467642442.0,135254594501.0,132081639275.0
049950,36543054123.0,35446376297.0,35310643114.0,29050384443.0,48646955684.0,75909613910.0
088130,40299591798.0,32675775846.0,32479649088.0,428906268259.0,131030495478.0,130395799340.0
205100,17208585585.0,17628087784.0,21960243833.0,26902959327.0,25195037515.0,27016396905.0
036010,12762658533.0,13143917445.0,13432356146.0,112776147503.0,112662919936.0,116309046389.0
493330,5331086741.0,4349996435.0,4736192305.0,32869950126.0,14400169343.0,10560202961.0
348350,14599498994.0,13194605932.0,15416053259.0,38078903585.0,29455250647.0,31720667687.0
017650,20072345781.0,14442722003.0,13980741864.0,143484239828.0,141986310523.0,128575754936.0
255440,10995203519.0,10531211436.0,9711550118.0,30233214534.0,27760076763.0,35632739167.0
129920,21419159390.0,22194179362.0,18126840581.0,76092366720.0,83773742966.0,81251896600.0
013310,128165663394.0,113812513769.0,86933981548.0,816344288521.0,630749953374.0,593503417448.0
217820,46753384563.0,54172257466.0,52318925676.0,342539592817.0,289283349665.0,251627230446.0
091440,19001850042.0,17049359242.0,12599773269.0,19031944670.0,13236022075.0,29050922097.0
282720,14597619065.0,13424926703.0,12569194976.0,249753768660.0,246873058063.0,220236629241.0
052460,17051162380.0,15087657354.0,15809728722.0,181433435866.0,83801924246.0,117705722096.0
125210,24750357884.0,24521159436.0,20984503577.0,96467303349.0,99573466491.0,114328934764.0
235980,14403669549.0,21815962051.0,28757985751.0,3513316111.0,0.0,0.0
109610,40836063201.0,44885393718.0,43061976846.0,465541453955.0,494405970143.0,490900596470.0
172670,4910571513.0,4599518251.0,5294430221.0,50842423099.0,44275202684.0,37498170047.0
323990,,,,6163186418.0,1534167441.0,6595863.0
452190,5530225816.0,6352555953.0,5663509035.0,16753567669.0,14753640188.0,16367167702.0
107600,7358071714.0,8787974822.0,9763331663.0,40451879447.0,27705647975.0,41129259361.0
156100,31440146458.0,27172036995.0,23730803262.0,6765224711.0,5842419092.0,4139672319.0
306620,14668502506.0,15410387360.0,18834487983.0,59510525631.0,85415732363.0,65753520766.0
357230,118086899172.0,116724195267.0,105807629773.0,126555660166.0,118114073927.0,104158710377.0
317770,11527548281.0,9842269494.0,9276129857.0,11366438118.0,8152698985.0,6816400662.0
187790,11840769311.0,10071723628.0,9445192537.0,68309180425.0,76871206293.0,77008466770.0
078140,21163231790.0,17741309978.0,17643925553.0,73568775023.0,67158372346.0,66177516214.0
209640,18812557982.0,17341627121.0,12346713524.0,30733067046.0,32458852134.0,27045206385.0
040420,11074085599.0,10292401955.0,8194811325.0,82210639298.0,85433109540.0,88786858254.0
093920,15572449367.0,12782115092.0,8911660754.0,175898523839.0,201589914086.0,229635793906.0
023900,18753921935.0,17747078797.0,18482687291.0,128012504423.0,126080916582.0,138316947103.0
226400,13203422981.0,9855366285.0,8208596360.0,23325713665.0,17493432723.0,14747365925.0
443670,9097759836.0,7048888636.0,4817580822.0,41768138311.0,34311225026.0,25672743809.0
413390,9112651997.0,7279298236.0,7342480171.0,61931965679.0,71078987120.0,62083106404.0
419050,,,,118152907783.0,91256391197.0,81873253151.0
099750,13612658393.0,11715187191.0,14400193729.0,56817900770.0,55991545482.0,62907380502.0
322180,13424107281.0,18315025584.0,13967404349.0,49809925336.0,47064228174.0,44240949591.0
029480,5986645815.0,6127410033.0,5149087661.0,5813723577.0,5108263061.0,21698235854.0
950130,27356637.0,42422373.0,113888999.0,39167227.0,43130831.0,136647599.0
149980,14805555684.0,18585409993.0,13921453653.0,13178253618.0,19395016171.0,14539943082.0
025950,3543490197.0,3857626873.0,3185437346.0,32044701110.0,64527809507.0,73217555937.0
182360,16018223433.0,16503670734.0,23319847782.0,78471874460.0,74114830138.0,103528553940.0
009300,35379279764.0,36362005541.0,38123820620.0,31440815056.0,34752253660.0,35587254056.0
064800,30350138283.0,33634479510.0,25464925811.0,35661357654.0,53822460690.0,55329990978.0
089230,9553662882.0,9320288183.0,11991754862.0,11363166263.0,20348152003.0,27372178481.0
048530,11008606543.0,8975087995.0,9128443722.0,2635451185.0,2680572741.0,3741959704.0
289930,13755767081.0,13627686910.0,12785339333.0,26322948164.0,20626243551.0,13624338114.0
221800,7752398693.0,8166008693.0,9556558016.0,20198705676.0,20001016580.0,22573470725.0
032300,32291265811.0,29087493496.0,30652392578.0,56197439616.0,46103323629.0,46318668936.0
044990,23242193997.0,20575236396.0,21329958165.0,48980232876.0,42215285865.0,45265656312.0
004650,11445205356.0,10313516500.0,9646190849.0,95006210525.0,109757757151.0,92193105279.0
086960,40245751208.0,36261892112.0,32728486850.0,141646706258.0,123373086451.0,113867822654.0
478560,10911792044.0,5088697761.0,4393885674.0,37066292433.0,24298331915.0,22745443783.0
432470,7715124608.0,4606231693.0,4340406882.0,35079221116.0,21541889889.0,21737142582.0
053350,8135011524.0,9004835648.0,8854713508.0,27064141597.0,29646033091.0,40340139677.0
058820,,,,44296172720.0,53379524380.0,50203948381.0
072020,17407940065.0,15553757789.0,14540008752.0,25181989667.0,24280684441.0,20334264672.0
307870,8447180418.0,7489436462.0,10107493020.0,12923830817.0,20241123792.0,24322606109.0
337930,151673590254.0,139178749038.0,121379172655.0,105075139938.0,107516019750.0,93003696023.0
223250,13358398589.0,12517091896.0,11415036493.0,47255181051.0,40791253083.0,34905088613.0
033290,51438038133.0,50389669737.0,55163422465.0,719061972865.0,725156205235.0,718452133026.0
054540,13100503085.0,13271861192.0,9849250199.0,95143016334.0,94452029595.0,79906576590.0
201490,35678721020.0,35754518127.0,43316758727.0,72632973069.0,46749747540.0,43547173263.0
037030,61437990742.0,38163340542.0,18858074809.0,360991323080.0,271216275413.0,160155047303.0
302550,13355751019.0,13052676808.0,11892752868.0,10423290783.0,11380186704.0,9503094151.0
066980,14990098449.0,17177726639.0,19866484116.0,182021738968.0,188773252361.0,347199666058.0
290660,10430758670.0,9835231083.0,9920242800.0,8524637601.0,10845973106.0,18471866150.0
091120,38632393159.0,48810621730.0,49198337158.0,186363347367.0,149290215288.0,228851117205.0
065450,8419858444.0,8497042181.0,6174926975.0,70163309842.0,61173000669.0,53091657245.0
049180,11681020960.0,16321098407.0,16089871998.0,133641734771.0,119650313470.0,89920888527.0
090470,26962604613.0,21942760185.0,17972718948.0,27364153843.0,47473375310.0,54485724762.0
215100,10010224825.0,9488216611.0,7623747430.0,5311470220.0,5541757856.0,6416670551.0
183490,17719781948.0,17503912563.0,18704294999.0,64367756942.0,73067746067.0,71690743601.0
040160,34074233489.0,41396944675.0,28139806517.0,73583524190.0,96070647683.0,102599594237.0
104460,28688674661.0,28881511379.0,15679436070.0,338998594895.0,227542109799.0,120051101642.0
137950,19646373247.0,19682788051.0,19220526852.0,340177820529.0,336947604866.0,387729419431.0
185490,10966188148.0,14411362577.0,28972588762.0,2451203660.0,2198143200.0,1238336061.0
102370,10737103134.0,11706512565.0,11538645860.0,5615122668.0,12506212043.0,4819657622.0
0155E0,7199860490.0,6130651499.0,,9274146369.0,10348463433.0,
054670,80536750008.0,78215406843.0,75173769413.0,110140114306.0,105306237929.0,110239564480.0
038680,51208510792.0,47679062232.0,43415639430.0,395538421361.0,391591536205.0,419261775018.0
045970,69085984475.0,83656489109.0,65296729451.0,308281002324.0,313765913511.0,337824337923.0
007820,,,,139864239794.0,147052469262.0,186938866372.0
066430,3805490942.0,2808678202.0,3281018723.0,32450923216.0,32402152106.0,32368027883.0
270520,10408436477.0,13467763828.0,7097777444.0,17643759208.0,17662002205.0,19863893751.0
040910,28618830433.0,23547115059.0,31868884684.0,163970350154.0,150752656792.0,69712683224.0
038110,,,,2425644510000.0,2139509532000.0,2023331081000.0
067000,97911163168.0,105564023466.0,106184241561.0,,,
217190,19740635952.0,,16294846585.0,35987344541.0,,36597101901.0
175250,16355249488.0,21672408214.0,23834379637.0,78986680170.0,44064440365.0,55508450458.0
198440,9010451268.0,8239788039.0,2487870786.0,55431034716.0,33592899137.0,65244892142.0
036640,10867491715.0,10512827908.0,9253598968.0,54624539589.0,54780968557.0,56394417240.0
100130,8040488000.0,11479997812.0,42750383564.0,104700141926.0,159833533435.0,171090324656.0
412540,15979927625.0,22392186173.0,13396933681.0,142796164541.0,279511155486.0,127621708143.0
463020,19928000000.0,19287000000.0,16404000000.0,,,
115440,19379419215.0,25592569171.0,24824920413.0,54177219154.0,85935325339.0,85764258919.0
