종목코드,판매비와관리비,판매비와관리비_전기,판매비와관리비_전전기,매출원가,매출원가_전기,매출원가_전전기
005930,87769374000000.0,81582674000000.0,71979938000000.0,202235513000000.0,186562268000000.0,180388580000000.0
000660,11484471000000.0,8360827000000.0,7196865000000.0,38455885000000.0,34364814000000.0,33299167000000.0
009150,1364037115666.0,1224216944019.0,1058815519148.0,9037090943877.0,8334880175421.0,7173051968878.0
373220,4532799000000.0,4310613000000.0,3456673000000.0,19439651000000.0,22213605000000.0,28802437000000.0
005380,22748985000000.0,21509615000000.0,18357495000000.0,152037636000000.0,139481946000000.0,129179183000000.0
207940,447419145016.0,389818319466.0,284557563474.0,2040331283534.0,1785960975728.0,1448652166250.0
028260,4394839546729.0,4124205031519.0,3696772909673.0,33054653924495.0,34995636300899.0,35328734489208.0
012450,2065715813000.0,1036021042000.0,734845023000.0,21252440665000.0,8370268280000.0,6461534941000.0
034020,1980598000000.0,1712119000000.0,1549683000000.0,14314566000000.0,13503336000000.0,14572887000000.0
000270,13429929000000.0,12103632000000.0,11020974000000.0,91632842000000.0,82677981000000.0,77179573000000.0
329180,926706215000.0,788707391000.0,476223550000.0,14616416939000.0,12992522670000.0,11309062476000.0
006400,3459262823381.0,2820116405959.0,2236718587883.0,11804981379541.0,13498684888608.0,17654581105996.0
068270,1298556030941.0,1189697735749.0,400387628832.0,1695467732345.0,1875590283775.0,1124562480391.0
012330,5472465000000.0,4989172000000.0,4466890000000.0,52288206000000.0,49174367000000.0,52492187000000.0
034730,8488063000000.0,8395547000000.0,7820896000000.0,113115428000000.0,112900478000000.0,115442649000000.0
066570,18363266000000.0,17959559000000.0,16147965000000.0,68359224000000.0,66348948000000.0,62461405000000.0
010120,,,,3914425271574.0,3644246452559.0,3457049066386.0
298040,452042026373.0,384790688814.0,336709354296.0,4715860048203.0,4103207266477.0,3663028821366.0
267260,397525681974.0,375594568595.0,295199640848.0,2686658538765.0,2277783725387.0,2092381405801.0
042660,672707859050.0,446049854409.0,295306750925.0,10943214281345.0,10092078699901.0,7309503815084.0
005490,,,,63928837811263.0,67275203824815.0,70710293228346.0
009540,1423931470000.0,1161276936000.0,765766421000.0,24604794179000.0,22943209928000.0,20248178434000.0
042700,61281136435.0,41275747991.0,28972848032.0,244617054373.0,244394994634.0,79604579238.0
015760,3233977000000.0,3070026000000.0,3061582000000.0,80704812000000.0,81964160000000.0,89699527000000.0
011200,573870000000.0,450617000000.0,390092000000.0,8856371000000.0,7736760000000.0,7426107000000.0
000150,2350502000000.0,1958383000000.0,1808807000000.0,16370921000000.0,15170732000000.0,15885061000000.0
096770,4569784016000.0,3950127885000.0,3661916013000.0,75996215314000.0,70256180214000.0,71830247957000.0
051910,8275371000000.0,8057361000000.0,6895754000000.0,38122707000000.0,41247486000000.0,46327032000000.0
018260,1122923162317.0,1101235247315.0,987918526367.0,11849842590785.0,11815899879484.0,11480694731911.0
010140,,,,9275684571315.0,8982515873610.0,7363956147068.0
033780,1800729000000.0,1713210000000.0,1640879000000.0,3435312000000.0,3006768000000.0,3054393000000.0
003550,,,,5898813000000.0,5746803000000.0,5438970000000.0
278470,805096131708.0,420894155120.0,291254657539.0,356728212739.0,179154162732.0,128360982155.0
267250,3956003736000.0,3443742196000.0,2933696658000.0,61203798281000.0,61338721114000.0,56366042540000.0
010950,807642000000.0,803682000000.0,751163000000.0,33203684000000.0,35411172000000.0,33620949000000.0
003670,,,,2682479712039.0,3464000350923.0,4502641709206.0
079550,343330878855.0,229238226374.0,160413734039.0,3644162941773.0,2823712221178.0,1961778919898.0
086280,696636613549.0,697328039262.0,537436215148.0,26796765177157.0,25957178819827.0,23591728438829.0
064350,386375504000.0,372482104000.0,254351856000.0,4447015540000.0,3547550219000.0,3122984003000.0
011070,,,,20147018000000.0,19457084000000.0,18741974000000.0
000720,1327277000000.0,1046487000000.0,917378000000.0,29082629000000.0,32887201000000.0,27948549000000.0
272210,271833574329.0,196447218733.0,181569236969.0,3272418268336.0,2387893541859.0,2148350487679.0
047810,338864575062.0,240772132979.0,216339884938.0,3088324579879.0,3152251662461.0,3355494014353.0
078930,3111279000000.0,3106272000000.0,2961914000000.0,19136787000000.0,19066519000000.0,19218281000000.0
003230,528840141423.0,378648158379.0,269217954233.0,1298756616303.0,1004797694924.0,776182562968.0
307950,190232900000.0,170076567000.0,157804114000.0,3806532174000.0,3319106592000.0,2725797447000.0
071050,1663235000000.0,1435466000000.0,1168525000000.0,,,
003490,2561647311888.0,1647968310901.0,1471405038434.0,21550305639563.0,14112550106909.0,12850301876908.0
443060,104710698509.0,90446120735.0,71420301624.0,1527848622141.0,1383282506544.0,1157570386406.0
005940,1255627000000.0,1110899000000.0,952720000000.0,,,
006260,1763616000000.0,1573465000000.0,1465663000000.0,29036584000000.0,24883462000000.0,22113378000000.0
028050,541817326106.0,537562956151.0,457632969865.0,7694872910652.0,8457376702309.0,9174156157542.0
0126Z0,155868841419.0,,,159461725128.0,,
047050,770422775000.0,764975446000.0,661870286000.0,30437865028000.0,30338179625000.0,31157792506000.0
090430,2740244548456.0,2526251154411.0,2410727650626.0,1176749125977.0,1138378200862.0,1155064685469.0
180640,133307055000.0,67534241000.0,67543678000.0,172578563000.0,175430359000.0,165340056000.0
007660,77579870943.0,54721507380.0,54278641393.0,805720716831.0,680266617856.0,558885055915.0
161390,2823886791664.0,1705749867505.0,1568036230233.0,16537336780819.0,5943937771390.0,6043639924483.0
047040,1053875669627.0,524420797101.0,549210897240.0,7816182748021.0,9576062675052.0,10436072414834.0
016360,504613716505.0,458206068011.0,424696110226.0,,,
352820,886547225000.0,775762850000.0,713365703000.0,1714004745000.0,1295840399000.0,1169079197000.0
009830,1852681000000.0,1686093000000.0,1586058000000.0,11845133000000.0,11008169000000.0,10913241000000.0
064400,400497038000.0,418377022000.0,370804728000.0,5177217385000.0,5051385964000.0,4770447057000.0
039490,907975578900.0,747697052540.0,594975574236.0,,,
000880,5891359000000.0,4507012000000.0,3987818000000.0,64747198000000.0,48723708000000.0,46735075000000.0
021240,2304759401835.0,1988289867858.0,1840224879770.0,1780154901894.0,1526477965395.0,1395039764099.0
326030,459901064070.0,408155709373.0,358331255355.0,42901425174.0,43100914320.0,34082497218.0
267270,559873173000.0,460403351000.0,467331006000.0,3045767833000.0,2787237337000.0,3100407433000.0
128940,430773480784.0,421959853501.0,426789137286.0,663124174438.0,678464579524.0,661638120501.0
000100,405829356345.0,409747875337.0,388911418937.0,1456719690857.0,1378405062108.0,1293119941507.0
062040,55397906605.0,34331187200.0,31195621331.0,267914132682.0,190433457066.0,136737650649.0
000500,126314383000.0,71618259000.0,68969492000.0,,,
241560,903854000.0,820949000.0,755801000.0,4795515000.0,4809489000.0,5655217000.0
001440,154550927792.0,148216436749.0,112177262221.0,3352854241384.0,3027913180493.0,2651978861802.0
066970,85624193086.0,95210162429.0,82661083016.0,2226164715440.0,2370953705572.0,4783725936492.0
353200,59228459456.0,50287511772.0,51403390442.0,957004616968.0,830588902919.0,834516052568.0
010060,397131793000.0,359518629000.0,179251271000.0,3040555661000.0,3116336991000.0,1939223325000.0
271560,,,,2109116436904.0,1908164043915.0,1784947055113.0
034220,,,,22433623000000.0,24039928000000.0,20985643000000.0
051900,2973906408709.0,3101786484665.0,3139937063742.0,3210894971704.0,3251086359896.0,3177921081645.0
052690,77228931798.0,79010806057.0,73996566064.0,406086043270.0,419546112913.0,442532808218.0
454910,63891056973.0,50732446402.0,33827762276.0,28559588971.0,37299613681.0,38378159545.0
011790,285927499091.0,250330527593.0,221088690190.0,1859134392604.0,1743352312044.0,1484075917888.0
004020,1285083734511.0,1234467287492.0,1334168839675.0,21228918368986.0,21832181795145.0,23782266548419.0
000990,223077533325.0,195998043470.0,176581726069.0,896861212540.0,744330982971.0,712204456498.0
002380,1209854516822.0,1159602723692.0,1015969564854.0,4846349852975.0,5028041458944.0,4959942844934.0
082740,55398956565.0,44808629876.0,34735677951.0,1185592083481.0,1085864356443.0,810920171022.0
004170,3713166846489.0,3575691659046.0,3215206458048.0,2736370209706.0,2517696762977.0,2502101470521.0
161890,551852386794.0,505075098001.0,441982647038.0,1930972042083.0,1753138458114.0,1577549940392.0
001040,10440517363000.0,10080547594000.0,9358337437000.0,32050573406000.0,31033856227000.0,29955292833000.0
018880,739530703434.0,716646310258.0,626012343463.0,9873826069417.0,9186539604117.0,8612031209302.0
103590,129200030000.0,75901113000.0,56572293000.0,1764125416000.0,1421604248000.0,1129402833000.0
192820,213223103198.0,242812025122.0,177960958227.0,1989743208026.0,1747882332515.0,1483847710237.0
036460,459146000000.0,409310000000.0,403704000000.0,33167039000000.0,34976067000000.0,42598872000000.0
009420,81773714459.0,73075907093.0,72960908644.0,74326624030.0,65637316774.0,59737569375.0
111770,603032137500.0,580768965334.0,517805181924.0,2946113206841.0,2621487734649.0,2449425474646.0
022100,68664684842.0,78530982810.0,77492976294.0,946122092115.0,1285767718598.0,1297818860055.0
006360,907255000000.0,828226000000.0,650140000000.0,11105283000000.0,11749631000000.0,13174490000000.0
012750,444331137606.0,430603753756.0,404289104836.0,2210514793020.0,2164888638903.0,2003912115995.0
011780,332101190342.0,312750926606.0,286904042933.0,6311215400033.0,6569448551818.0,5676662262889.0
035250,147378056360.0,133094695589.0,126932518310.0,1094037633175.0,1007977631497.0,979376845104.0
028670,121326000000.0,111554000000.0,113974000000.0,4819614000000.0,4578484000000.0,3861154000000.0
302440,199425882345.0,169406973738.0,154230566675.0,575444142954.0,236569373422.0,227262753955.0
336260,43373628634.0,37891004254.0,37895645019.0,517094472515.0,375621745861.0,221348745010.0
017800,396404098224.0,361526928098.0,356272770472.0,1861752098181.0,2298031457934.0,2163206098881.0
023530,6115217445354.0,6249344852261.0,6263902178344.0,7075160203967.0,7251356165066.0,7781158641115.0
004800,270784700601.0,284145219239.0,254075058516.0,1755981381347.0,1753143933955.0,1518627702152.0
483650,292959867937.0,174531807413.0,114417530686.0,125306164766.0,74686096056.0,53939006079.0
097950,,,,21434556379000.0,21085156756000.0,20925971912000.0
375500,,,,6502256853441.0,7472677266880.0,7208953031303.0
007340,438544533000.0,373831711000.0,335294008000.0,2709252113000.0,2537793750000.0,2443559361000.0
004370,835001385094.0,802468256590.0,823174924455.0,2495381082806.0,2473188669478.0,2375319699349.0
450080,36077089684.0,33596752439.0,26680612486.0,421798559140.0,330969658414.0,917069930945.0
026960,42508676752.0,41026361399.0,42591499979.0,445032430656.0,403357063990.0,403351554750.0
383220,823234511395.0,796255076387.0,794403227962.0,642187265172.0,649017053962.0,632257078941.0
011170,1205134639798.0,1219064402182.0,1125078641471.0,18220986405077.0,19590280514097.0,18830976603657.0
282330,1432957491345.0,1373990331229.0,1269557613225.0,7374174140732.0,7073041936513.0,6671994182070.0
489790,522047501909.0,161346383190.0,,841190155909.0,240080277901.0,
005850,325548037992.0,293532099060.0,252609291717.0,4507291862054.0,4284577583503.0,4200051651390.0
103140,,,,4473813049627.0,3938496724187.0,3684408050550.0
004990,4191302316343.0,4238761295884.0,3949626931330.0,11108884939160.0,11177745570774.0,10716459680168.0
204320,1085924840723.0,963481908764.0,846600869956.0,8011157163679.0,7524932389197.0,7262598955720.0
000240,129296131879.0,113029367962.0,102185633411.0,916629331908.0,859698056997.0,730918971064.0
007070,2621586091419.0,2600307525206.0,2495493421097.0,9045758844606.0,8700201294706.0,8250869572214.0
030000,1523031061369.0,1406742464382.0,1311415179323.0,,,
009970,1132322289000.0,1090574128896.0,986281198998.0,3027213275675.0,2698418591332.0,2496614929837.0
081660,,,,2086940448457.0,2030912571263.0,2036405094514.0
014680,94136390252.0,75938423982.0,80815755643.0,633599177331.0,571593175691.0,566694534443.0
005440,2383148676000.0,1908718264000.0,407724199000.0,5430293513000.0,5300057889000.0,2231240900000.0
002790,3034411317334.0,2810122305891.0,2703763995780.0,1220763982692.0,1200486870226.0,1165577565952.0
018670,344492977213.0,320616193367.0,312552070344.0,6888994592855.0,6488109291791.0,6376109851782.0
051600,97669930394.0,85856329806.0,83548259329.0,1338745039850.0,1261730832959.0,1250926150917.0
073240,877169174137.0,793657733828.0,699060465126.0,3248253603073.0,3149928478291.0,2931341194069.0
112610,147919856058.0,148959449727.0,102772192918.0,2463405547090.0,2668087796639.0,1313193467324.0
139480,8770437041390.0,8994041452395.0,8791102020756.0,19877410052218.0,19979757264311.0,20728081305046.0
069960,2171934498000.0,2181370863000.0,2189161830000.0,1680438544000.0,1722201112000.0,1714821302000.0
457190,36886327000.0,32689595000.0,14146071000.0,372968778000.0,285174184000.0,109502089000.0
475150,25000486846.0,18832083350.0,,307642068727.0,275682254162.0,
439260,27764935970.0,22164883998.0,18937832119.0,906260293098.0,895087189134.0,761535494317.0
020150,78436307276.0,75903749968.0,57602439390.0,744320865459.0,890792920064.0,739598235345.0
071970,26725610266.0,36406813523.0,23979750332.0,299759016846.0,246193519532.0,202009419918.0
023590,924508187729.0,757671701665.0,589623090804.0,15011211920310.0,9693444811348.0,8625638689171.0
006040,1149137243641.0,1104840271183.0,1054380613312.0,7918402550918.0,7338071728149.0,7429456518026.0
000120,843534065816.0,855998441403.0,818892682982.0,10933037584836.0,10730099638624.0,10468766117130.0
011210,,,,7943039000000.0,7643485000000.0,7656543000000.0
020560,696395123081.0,693328839048.0,601647335026.0,6915645078078.0,7349547997670.0,6401772339009.0
001800,,,,2166458526628.0,1959182510945.0,1837263188275.0
097230,109853000000.0,99009000000.0,106904000000.0,1822778000000.0,1779701000000.0,2163956000000.0
001430,,,,3336515123632.0,3378039028208.0,3677434158236.0
294870,,,,3555315920301.0,3854196096076.0,3810050687143.0
006280,484970181774.0,449824932605.0,450196593327.0,1437159054896.0,1197959660983.0,1142011052957.0
322000,65020937754.0,43898652781.0,45627948213.0,386416045463.0,374969838325.0,482948998047.0
298020,352531297717.0,326124414358.0,297285275594.0,7065572734734.0,7155686387274.0,6995663369423.0
001120,1085374917153.0,1017861785758.0,942523197300.0,15328741295029.0,15130525526034.0,13138717077726.0
069620,625749371094.0,586225354053.0,565574771631.0,748359218860.0,688515743851.0,687162023959.0
007810,56029293685.0,51170163581.0,57991262730.0,1399879586309.0,1388940027977.0,1306344406283.0
229640,32263618683.0,26758699532.0,27197082217.0,,,
012630,527861026286.0,405142696819.0,362174723324.0,5408068809117.0,5450418880408.0,5233466651617.0
361610,98852542000.0,129124052000.0,106747067000.0,409386038000.0,379734746000.0,491447802000.0
007310,414390433563.0,381377210836.0,350221228846.0,3082903690714.0,2935729162991.0,2849433404995.0
280360,1033882241913.0,1038355270365.0,954714930839.0,3072551226384.0,2848795749450.0,2934658911626.0
093370,62452552811.0,64452770168.0,61172103189.0,383761893214.0,382917853620.0,508125552736.0
001740,781945000000.0,746003000000.0,774910000000.0,5876889000000.0,6797363000000.0,6598028000000.0
005070,24798374632.0,25926052500.0,25881244141.0,429119154501.0,518800178462.0,571372981178.0
281820,82530289663.0,74008218254.0,65664730384.0,240360746101.0,261642260644.0,188541203716.0
017960,,,,695895955446.0,624158340176.0,531263336300.0
004000,99024619124.0,96279335505.0,96955543834.0,1547219621654.0,1491493241123.0,1485694102070.0
300720,188043291539.0,205170590683.0,208817842659.0,1103077109913.0,1265111154739.0,1344167436414.0
030610,261228496000.0,247803867000.0,213596596000.0,,,
001820,31222978092.0,29463474380.0,28488300249.0,250402536944.0,248106416728.0,228587016987.0
000080,937169452040.0,977095518202.0,990082056864.0,1389058698246.0,1413946018396.0,1406179511385.0
006340,20387242107.0,17786239415.0,14026967557.0,594804000344.0,520652537868.0,488244827357.0
000210,,,,4200388355877.0,4375120120273.0,4091724341065.0
003240,213370705914.0,193304573450.0,188620201459.0,1650084099301.0,1834625256228.0,2002488787005.0
003570,31522156538.0,-10541336612.0,23926306498.0,595042461517.0,514486015168.0,420431996438.0
077970,62342375558.0,56316109446.0,49033146202.0,657406599653.0,626056863398.0,562476183814.0
006110,19713539150.0,18911279217.0,16680940552.0,269392506824.0,242412619450.0,247571889153.0
192400,250598953006.0,226543172619.0,203504925674.0,556321536899.0,504025419301.0,482123968090.0
185750,291713100194.0,289235285819.0,275367687731.0,1166026094152.0,1053819618983.0,1007202929712.0
285130,499319016649.0,441160553012.0,389629447509.0,1866052788766.0,1340793917333.0,1275845805799.0
009240,413728588206.0,412602042617.0,430414966190.0,1312318424360.0,1464559401824.0,1534585458777.0
034230,,,,882109020970.0,834030708842.0,760244214200.0
005300,1156565745788.0,1198394089998.0,1023605842049.0,2644497727671.0,2640248953683.0,1989345636315.0
009450,495119934229.0,477983230283.0,408067980863.0,863742901395.0,743320161449.0,690334353034.0
004490,181654945226.0,164281564747.0,134335588417.0,1806649805285.0,1715593665231.0,1420564088085.0
195870,51312393951.0,54566842641.0,58209683440.0,555593395988.0,491556947432.0,511523655994.0
003470,502237643000.0,418474412000.0,380787563000.0,,,
005090,106188232630.0,114313161768.0,103928739381.0,2258679213349.0,2051068252452.0,2813299932068.0
006120,976249087076.0,883835047231.0,859740772005.0,8826411343253.0,7983210005888.0,7822774044228.0
071320,107983000000.0,104970000000.0,98752000000.0,3360580000000.0,3137398000000.0,3540226000000.0
100090,32046239749.0,31012188692.0,29407128984.0,873832697036.0,589806254937.0,820824250548.0
005180,345454781017.0,337558024685.0,328937553429.0,1055775383076.0,994207441232.0,953133610774.0
499790,35836200732.0,5430643649.0,,,,
298050,159843628083.0,156913125179.0,155712545594.0,2929838306555.0,2902716938238.0,2840034436461.0
003850,242126403793.0,241415369026.0,237876746222.0,645144984402.0,653749794555.0,506195732264.0
137310,406473192132.0,393442930348.0,374086887034.0,385052812829.0,355188210674.0,529674195854.0
214320,827399885803.0,786282111079.0,699676589921.0,1155841116370.0,1178633241569.0,1243198483533.0
000670,117320136012.0,118161506512.0,143923608794.0,3050789796704.0,2830020314859.0,3787681165939.0
036530,157780521688.0,83723219051.0,102741025761.0,1777257469892.0,1505631382236.0,1613977133753.0
456040,207695992000.0,189994845000.0,112055866000.0,1801292727000.0,1914797974000.0,1119318493000.0
005880,79039329560.0,84467318497.0,72697139457.0,990764378765.0,1334084149760.0,1074710981855.0
003160,55427110235.0,49148059080.0,53410857385.0,340358151555.0,161727947624.0,154991448355.0
064960,86918885130.0,61283714418.0,53685670599.0,816902128528.0,809486213588.0,965965827769.0
093050,924251616195.0,987394228687.0,1037019580824.0,790067567969.0,842734628434.0,806327103998.0
317450,80961714791.0,76430626135.0,70245594281.0,113268995079.0,100556027632.0,88413111681.0
005690,16372540977.0,16674508893.0,14195966098.0,63384963031.0,43521158236.0,40735416372.0
100840,48490343271.0,35890063724.0,28490609950.0,446315716398.0,236134715062.0,272687919267.0
017940,480991670909.0,458735720561.0,308411810050.0,9587467907509.0,10510232941100.0,7418754143974.0
069260,56466567927.0,47424470151.0,45232462621.0,1005609997164.0,1060011786672.0,886226584699.0
268280,47533961555.0,44236057155.0,31582824269.0,419106113590.0,406264045001.0,383562931606.0
002960,57527118655.0,57631420043.0,57897325745.0,234650717596.0,223582662372.0,220292291342.0
014820,82961248906.0,76060781063.0,71988709945.0,1223757400983.0,1166291692835.0,1123810680010.0
000640,358875881830.0,325970516726.0,297992226565.0,973117954242.0,925164455016.0,757128910787.0
001060,264852895733.0,241010042311.0,235238625958.0,415984174258.0,395877577213.0,412984311748.0
248070,230152060132.0,189933807674.0,159877411836.0,1423594178220.0,1335421052131.0,1636694889513.0
033240,100606988852.0,78726880498.0,106665353670.0,706315595497.0,557456404807.0,413020673117.0
002350,702774743813.0,620788490814.0,552298966433.0,2316538333644.0,2054999575822.0,1962430086787.0
002990,80149262553.0,87453630282.0,75267990550.0,1891254962127.0,2008565606485.0,2120553831313.0
001570,63900190318.0,73906058957.0,49319468288.0,83541579902.0,135826231423.0,117319827254.0
001680,1009082710197.0,965131149547.0,895297189194.0,3222940343651.0,3113062462535.0,3088480107396.0
002840,42014357348.0,40196175387.0,34156495743.0,355515561543.0,335655673466.0,319972027589.0
006650,67869094657.0,50956873468.0,50722190280.0,3227283794765.0,2809038413733.0,2511571765377.0
006380,,,,43659188307.0,10365846647.0,5449041694.0
453340,313353063000.0,302862744000.0,235277310000.0,1909454490000.0,1870678136000.0,1526648094000.0
075580,24572565917.0,22548061266.0,23029810475.0,304725062599.0,293849022377.0,328211900876.0
108320,414334335002.0,448800685957.0,404941181710.0,1115880275236.0,1249744048726.0,1367468136980.0
079900,26193553569.0,19466679748.0,13935103972.0,135748263817.0,118974089990.0,111530364093.0
001510,297427534549.0,256171588815.0,249164616988.0,,,
114090,31828786931.0,32627615490.0,29050836744.0,338473977392.0,325437854738.0,316624930114.0
003300,221318104028.0,233394047914.0,232993547538.0,1585946837985.0,1736034515750.0,1868036615615.0
001530,61011952000.0,58753852420.0,56024462875.0,541884469567.0,585161197948.0,620543126282.0
090460,93555313659.0,79254119756.0,70907278717.0,1645126552108.0,1588134201553.0,1436292916308.0
058650,277546325432.0,262464981402.0,241396198983.0,6158071822355.0,5655175036546.0,5977035299268.0
178920,29195777053.0,29028394805.0,29241860115.0,191186388470.0,188440573779.0,193979615419.0
007700,857788806143.0,834483252903.0,834357871550.0,641817276268.0,647451602408.0,637546943286.0
025540,,,,1188263309000.0,1220521865000.0,1092119572000.0
016380,125558181796.0,129759913364.0,119331767609.0,2917139198277.0,2965205724472.0,3030105597216.0
005810,27734706508.0,31512510792.0,28512735919.0,337994073373.0,313131568234.0,310378346289.0
336370,112312318213.0,94639753652.0,90445906364.0,577106908351.0,530728190271.0,412184474437.0
003620,424766505216.0,344282859852.0,394918330639.0,3842714731924.0,3559353618359.0,3328903040524.0
284740,548455555690.0,498478093467.0,438563032276.0,403524099869.0,388749968234.0,357282396034.0
019170,88415636303.0,102259518341.0,127669837279.0,132009848952.0,139289983945.0,119951150322.0
460860,214066943596.0,236995000462.0,168562286991.0,2929983987929.0,3188056704780.0,2228051917469.0
009410,136231237023.0,163909904253.0,669061587604.0,1985463163912.0,2501622024561.0,3088392003421.0
008060,128152054787.0,113141936492.0,112639032544.0,1245524863811.0,1145636066653.0,1135289827724.0
001500,236751000000.0,208756000000.0,186438000000.0,,,
161000,129201967000.0,125376648000.0,131005303000.0,1333326093000.0,1501408565000.0,1617670318000.0
010780,247523149315.0,219393050023.0,165276762501.0,918710683698.0,1125507075114.0,1523641818901.0
377740,49062618500.0,39024678113.0,35472023788.0,52555235683.0,51540487808.0,101650043327.0
004690,415827537787.0,392742028210.0,356203665749.0,4700002583996.0,4613482827215.0,5133347078173.0
005250,646515502903.0,631074984189.0,620020669138.0,1768733360404.0,1584496363402.0,1454352952534.0
145990,376858006844.0,377529204475.0,351104790562.0,2073917050231.0,2160769134257.0,2187134623148.0
002240,187207226548.0,173442374071.0,166937555809.0,1581253145188.0,1540059679905.0,1565623275936.0
000070,472128718011.0,456409821830.0,379005468200.0,2767392388711.0,2850572839774.0,2625000385037.0
249420,164678162666.0,174072031989.0,172771543540.0,347180124139.0,381482183417.0,386911844718.0
029460,90261473058.0,81354121425.0,75621717793.0,660620312048.0,629156412524.0,585019802565.0
014830,151748469582.0,139717268680.0,124888894310.0,1099100641459.0,876469328969.0,976757268718.0
002030,223950268000.0,227866691000.0,221281029000.0,1549483931000.0,1607134596000.0,1654211300000.0
072710,77463831880.0,60345770769.0,57040727154.0,700235509216.0,651287860711.0,637145799119.0
092230,134916792808.0,139010745256.0,119709550936.0,985844801121.0,1033798317778.0,1021925519733.0
317400,120475478294.0,84715267141.0,81304573965.0,1254614911979.0,1491081918486.0,2166736160408.0
017900,16521317433.0,16338196474.0,16851849925.0,114959256738.0,112377951471.0,113258524250.0
004700,11788708948.0,9112143940.0,12526830253.0,77301490514.0,73910269741.0,107696009585.0
005420,42568957126.0,43294136974.0,43569117802.0,637572361126.0,707988158393.0,752408941086.0
003030,274476848669.0,262965685223.0,229084453368.0,3279271980800.0,3200509899131.0,3093311589786.0
001200,284730082555.0,250884105782.0,247105274590.0,,,
016590,77625219255.0,76015950985.0,72490539504.0,539663294942.0,553202273668.0,514355474635.0
016610,312288823725.0,277845295425.0,244765863738.0,,,
130660,24481473931.0,23221328326.0,20444944670.0,363491677292.0,328161877129.0,316778247107.0
009900,80025610720.0,76494405091.0,77040693154.0,1436537146166.0,1349204044511.0,1453752019764.0
008730,42130820974.0,42633299280.0,35581159463.0,434737876753.0,432799373085.0,395109837016.0
484870,17349460386.0,14745434842.0,7550893202.0,329934290211.0,233226272098.0,155242909327.0
003000,58344330506.0,49294862998.0,50019068192.0,108804656551.0,85743702327.0,78854724754.0
003280,17375142304.0,18041543506.0,18078418825.0,152161852519.0,142418436580.0,122169895354.0
002810,34314011024.0,35395861604.0,31642194860.0,399791348296.0,426435210265.0,427985745222.0
0120G0,11878577236.0,,,14024618409.0,,
192650,98951079800.0,94593150787.0,82659543861.0,1100105320416.0,1053652870677.0,913662971439.0
344820,213286726463.0,185661966378.0,186959006721.0,1762526552275.0,1660478776993.0,1398076324840.0
271940,18314021824.0,21266711651.0,19483792682.0,74476840634.0,67546599394.0,69055641728.0
001940,56920584264.0,56886357876.0,66051347551.0,839087254008.0,959918795142.0,1326567883281.0
029530,70381412579.0,70339080457.0,69661578837.0,240698775732.0,250499057086.0,302782095099.0
183190,114754244000.0,119068684000.0,123730928000.0,830901028000.0,850518591000.0,929837350000.0
194370,101021937885.0,89346977029.0,87262060359.0,1046698192275.0,906896284557.0,691461458410.0
306200,93730386032.0,95475049613.0,85526354194.0,1341464865488.0,1511049240114.0,1543468421685.0
452260,345780478806.0,361364242687.0,310767436911.0,219971561631.0,173559849537.0,113907354891.0
950210,39014649.0,38925961.0,51830145.0,19225704.0,8706386.0,914336.0
015360,144411133000.0,137611386000.0,133907529000.0,1071473292000.0,998444195000.0,995806811000.0
027410,,,,322946117057.0,292737951055.0,232371277096.0
031430,682394299149.0,665266623218.0,654762209154.0,439071744527.0,401080601033.0,401471149757.0
017810,,,,2548564654520.0,2399221775924.0,2234426797182.0
170900,360477711136.0,365201189371.0,316916672445.0,447679156837.0,357669912933.0,335885233290.0
104700,32387712803.0,33967704256.0,40820899315.0,492916958200.0,564222613454.0,777722685256.0
060980,150544104494.0,124924416561.0,123269859764.0,1095299717446.0,1154636716275.0,1060788059261.0
089590,182664313681.0,193539533067.0,168220033844.0,1508936603367.0,1662340102296.0,1385996390747.0
007690,182370704858.0,188036590520.0,155765744492.0,1160015053965.0,1092404981934.0,1136857807674.0
126560,56089920000.0,51450338000.0,39260912000.0,202115889000.0,157421041000.0,115550269000.0
024720,95504053136.0,94426698928.0,81052975531.0,517944845788.0,564784022902.0,537116511926.0
004710,163821551104.0,125338880476.0,125926748207.0,1068187519619.0,1040789676206.0,1127814936429.0
105630,,,,1680322777927.0,1489300519637.0,1387957566267.0
005610,451872885457.0,447049609904.0,442456275953.0,2879869405112.0,2885901890667.0,2899131697968.0
097520,61792805751.0,69514563707.0,59475344517.0,1165428884610.0,943159188406.0,854790510703.0
009160,78766520921.0,61084828366.0,52377418121.0,1054318037966.0,735375914002.0,565783353437.0
020000,787780631000.0,790450707000.0,807115748000.0,651804718000.0,631341527000.0,621042127000.0
011930,,,,509020658659.0,520929560724.0,510155408709.0
011760,147528604618.0,114934038591.0,100264321041.0,7266626161073.0,6747199617682.0,6380852991638.0
015860,209353208343.0,153261536158.0,130403594109.0,1928763679650.0,1575266775436.0,1284874051013.0
002310,,,,715298284515.0,752469262122.0,719154140010.0
002020,452805229258.0,409919984734.0,366263044316.0,5372826646157.0,5602098670317.0,5412836136744.0
092790,118592726148.0,38294560690.0,63794880327.0,392457514060.0,450865898559.0,397919929231.0
078520,117024359055.0,112891651500.0,114713726710.0,107024578771.0,108157229913.0,103993345408.0
145720,153943188380.0,161753843178.0,140560137436.0,128397491679.0,147555911290.0,114349186905.0
