종목코드,조회코드,종목명,영문명,시장구분,통화,현재가,등락률,시가총액,거래량,배당수익률,업종_소분류,상장폐지여부,국가,기준연도,결산월,매출액_전전기,매출액_원화_전전기,매출액,매출액_원화,매출액_전기,매출액_원화_전기,PER_전전기,PER,PER_전기,PBR_전전기,PBR,PBR_전기,EBITDA_전전기,EBITDA_원화_전전기,EBITDA,EBITDA_원화,EBITDA_전기,EBITDA_원화_전기,영업이익_전전기,영업이익_원화_전전기,영업이익,영업이익_원화,영업이익_전기,영업이익_원화_전기,당기순이익_전전기,당기순이익_원화_전전기,당기순이익,당기순이익_원화,당기순이익_전기,당기순이익_원화_전기,배당수익률_전전기,배당수익률_전기,ROA_전전기,ROA,ROA_전기,영업이익률
601288,601288.SS,농업은행,Agricultural Bank of China Ltd Class A,상해,CNY,6.96,1.02,2221939707008.0,253620542.0,3.62,은행,True,중국,2025,12.31,1223698000000.0,245791979999999.97,1201338000000.0,241300750999999.97,1275680000000.0,256233085000000.0,7.21,8.82,8.36,0.64,0.75,0.75,395152000000.0,79370231000000.0,428197000000.0,86007649000000.0,440394000000.0,88457539000000.0,377193000000.0,75762986000000.0,404283000000.0,81204283000000.0,417275000000.0,83813857000000.0,253293000000.0,50876432000000.0,273956000000.0,55026802000000.0,262800000000.0,52786007999999.99,4.55,3.78,0.73,0.63,0.68,33.65
601398,601398.SS,ICBC(중국공상은행),Industrial and Commercial Bank of China Ltd Class A,상해,CNY,8.13,0.37,2191947287942.0,243890503.0,3.83,은행,True,중국,2025,12.31,1405039000000.0,282216134000000.0,1331831000000.0,267511575000000.0,1427948000000.0,286817635000000.0,7.03,7.85,7.52,0.68,0.68,0.69,511113000000.0,102662157000000.0,531673000000.0,106791838999999.98,523318000000.0,105113653000000.0,478775000000.0,96166747000000.0,500053000000.0,100440646000000.0,491451000000.0,98712848000000.0,349029000000.0,70105965000000.0,356798000000.0,71666446000000.0,350900000000.0,70481774000000.0,4.31,4.14,0.87,0.72,0.78,37.55
601857,601857.SS,페트로차이나,PetroChina Co Ltd Class A,상해,CNY,11.17,-0.36,1808669609227.0,91462474.0,4.19,통합 오일 및 가스,True,중국,2025,12.31,3011012000000.0,604791870000000.0,2864469000000.0,575357243000000.0,2937981000000.0,590122864000000.0,7.92,11.74,12.24,1.02,1.3,1.46,528506000000.0,106155714999999.98,472079000000.0,94821788000000.0,491838000000.0,98790581000000.0,280742000000.0,56389838000000.0,238278000000.0,47860519000000.0,262254000000.0,52676338000000.0,161144000000.0,32367384000000.004,157302000000.0,31595680000000.0,164676000000.0,33076821000000.004,5.57,3.89,6.65,6.16,6.67,8.32
600519,600519.SS,귀주모태주,Kweichow Moutai Co.  Ltd. Class A,상해,CNY,1330.0,2.4,1662608529330.0,4541564.0,4.0,증류주 및 포도주,True,중국,2025,12.31,150560300000.0,30241542000000.0,172054200000.0,34558807000000.0,174144100000.0,34978584000000.004,26.65,19.76,21.18,9.23,6.62,7.84,103663000000.0,20821750000000.0,116159400000.0,23331777000000.0,120219100000.0,24147208000000.0,101743000000.0,20436099000000.0,113921300000.0,22882232000000.0,118155000000.0,23732613000000.0,74734070000.0,15011085000000.0,82320070000.0,16534809000000.0,86228150000.0,17319785999999.998,3.45,3.55,29.41,28.31,31.26,66.21
601988,601988.SS,중국은행,Bank of China Ltd Class A,상해,CNY,6.57,0.46,1567537189703.0,242607106.0,3.46,은행,True,중국,2025,12.31,1048851000000.0,210672212000000.0,1000907000000.0,201042180000000.0,1071539000000.0,215229324000000.03,7.2,8.37,7.49,0.63,0.67,0.61,390317000000.0,78399073000000.0,400619000000.0,80468332000000.0,401258000000.0,80596682000000.0,360881000000.0,72486558000000.0,373377000000.0,74996504000000.0,373015000000.0,74923793000000.0,216608000000.0,43507883000000.0,229187000000.0,46034501000000.0,221541000000.0,44498725000000.0,4.46,4.15,0.8,0.7,0.75,37.3
601138,601138.SS,부사강산업인터넷,Foxconn Industrial Internet Co Ltd Class A,상해,CNY,63.69,0.78,1263870237568.0,129549838.0,1.55,통신 및 네트워킹,True,중국,2025,12.31,476340100000.0,95677672000000.0,902887200000.0,181353923000000.0,609135400000.0,122350936000000.02,17.28,36.46,46.54,2.57,7.63,7.07,28030260000.0,5630158000000.0,49565860000.0,9955799000000.0,32056440000.0,6438857000000.0,22734410000.0,4566434000000.0,42714320000.0,8579598000000.0,26486620000.0,5320102000000.0,21040190000.0,4226133000000.0,35285560000.0,7087458000000.0,23216470000.0,4663260000000.0,3.18,1.2,7.35,9.13,7.68,4.73
601088,601088.SS,신화에너지,China Shenhua Energy Co Ltd Class A,상해,CNY,47.61,-0.36,871832049193.0,19862745.0,4.21,석탄,True,중국,2025,12.31,343074000000.0,68909843999999.99,294916000000.0,59236828000000.0,338375000000.0,67966003000000.0,11.78,17.91,16.15,1.78,2.31,2.25,95693000000.0,19220896000000.0,95830000000.0,19248414000000.0,106509000000.0,21393398000000.0,90852000000.0,18248533000000.0,72104000000.0,14482809000000.0,83712000000.0,16814392000000.002,59694000000.0,11990137000000.0,52849000000.0,10615250000000.0,58671000000.0,11784657000000.0,6.17,4.44,11.12,9.69,10.61,24.45
600036,600036.SS,초상은행,China Merchants Bank Co Ltd Class A,상해,CNY,41.69,1.51,860020693245.0,84522855.0,4.91,은행,True,중국,2025,12.31,375610000000.0,75445025000000.0,351351000000.0,70572362000000.0,374271000000.0,75176073000000.0,7.95,7.04,7.04,1.07,0.8,0.83,209082000000.0,41996211000000.0,205277000000.0,41231938000000.0,209463000000.0,42072738000000.0,193783000000.0,38923253000000.0,190054000000.0,38174246000000.0,194002000000.0,38967242000000.0,142044000000.0,28530958000000.0,143874000000.0,28898532000000.0,142810000000.0,28684817000000.0,4.41,5.1,1.4,1.2,1.29,54.09
601628,601628.SS,중국생명보험,China Life Insurance Co Ltd Class A,상해,CNY,39.17,-0.25,815657670100.0,31514101.0,2.18,생명 및 건강 보험,True,중국,2025,12.31,836848000000.0,168089289000000.0,352717000000.0,70846737000000.0,318368000000.0,63947396000000.0,18.78,7.04,10.91,3.24,1.82,2.31,91687000000.0,18416251000000.0,189974000000.0,38158178000000.0,125525000000.0,25212952000000.0,87043000000.0,17483457000000.0,185631000000.0,37285843000000.0,121026000000.0,24309282000000.0,21110000000.0,4240155000000.0005,154078000000.0,30948107000000.0,106935000000.0,21478964000000.0,1.11,1.65,0.42,2.18,1.75,52.63
600900,600900.SS,장강전력,China Yangtze Power Co Ltd Class A,상해,CNY,28.42,-0.07,695386747489.0,68260323.0,3.52,전력 유틸리티,True,중국,2025,12.31,78111570000.0,15689490000000.0,86241940000.0,17322556000000.0,84491870000.0,16971037000000.0,26.69,19.19,20.41,3.59,3.1,3.12,60217890000.0,12095365000000.0,66322440000.0,13321525000000.0,65045390000.0,13065017000000.0,41033400000.0,8241969000000.0,46812230000.0,9402705000000.0,45289630000.0,9096875000000.0,27238970000.0,5471220000000.0,34502810000.0,6930234000000.0,32496170000.0,6527181000000.0,1.41,3.52,4.86,6.21,5.79,54.28
601899,601899.SS,자금광업 Class A,Zijin Mining Group Co Ltd Class A,상해,CNY,33.35,0.12,687069801219.0,176934067.0,2.73,금,True,중국,2025,12.31,293403300000.0,58932987000000.0,349079100000.0,70116028000000.0,303640000000.0,60989130000000.01,21.47,18.58,26.43,4.29,4.97,6.02,41499610000.0,8335612000000.0,91482400000.0,18375155000000.0,56032980000.0,11254784000000.0,31649440000.0,6357107000000.0,75327050000.0,15130191000000.0,45996900000.0,9238937000000.0,21118900000.0,4241942000000.0,51777330000.0,10399995000000.0,32050600000.0,6437684000000.0,1.71,1.58,8.18,14.05,10.65,21.58
688256,688256.SS,한무기,Cambricon Technologies Corp Ltd Class A,상해,CNY,1072.0,-2.54,674131496576.0,8282775.0,0.09,반도체,True,중국,2025,12.31,709390000.0,142487000000.0,6497200000.0,1305027000000.0,1174460000.0,235903000000.00003,,317.98,,49.19,55.55,88.91,-678900000.0,-136363000000.00002,2325780000.0,467155000000.0,-296330000.0,-59522000000.0,-994760000.0,-199808000000.0,2058110000.0000002,413391000000.0,-499030000.0,-100236000000.0,-848440000.0,-170418000000.0,2059230000.0,413617000000.0,-452340000.0,-90857000000.0,,,-14.41,20.43,-6.96,31.68
601318,601318.SS,중국평안보험,Ping An Insurance (Group) Company of China  Ltd. Class A,상해,CNY,58.24,0.41,620842190434.0,78355212.0,4.71,생명 및 건강 보험,True,중국,2025,12.31,776104000000.0,155888249000000.0,857420000000.0,172221381000000.0,826399000000.0,165990503000000.0,9.84,6.99,7.49,1.08,1.01,1.16,180106000000.0,36176091000000.0,239392000000.0,48084277000000.0,231299000000.0,46458717000000.0,166095000000.0,33361842000000.0,228400000000.0,45876424000000.0,218647000000.0,43917436000000.0,85665000000.0,17206672000000.0,134778000000.0,27071509000000.004,126607000000.0,25430282000000.0,4.54,4.3,0.97,1.18,1.2,26.64
688041,688041.SS,해광신식,Hygon Information Technology Co Ltd Class A,상해,CNY,243.67,-1.03,566371462634.0,13503008.0,0.1,반도체,True,중국,2025,12.31,6012000000.0,1207570000000.0,14376890000.0,2887742000000.0,9162150000.0,1840309000000.0,294.4,224.21,256.91,19.88,25.37,24.54,2284690000.0,458903000000.0,5225200000.0,1049533000000.0,3974270000.0,798273000000.0,1407450000.0,282701000000.0,3428500000.0,688649000000.0,2597410000.0,521716000000.0,1263180000.0,253721999999.99997,2544890000.0,511167000000.0,1930990000.0,387859000000.0,0.07,0.06,7.59,11.27,10.56,23.85
601658,601658.SS,중국우정저축은행,Postal Savings Bank of China Co Ltd Class A,상해,CNY,5.42,-0.55,543294764787.0,240675267.0,4.01,은행,True,중국,2025,12.31,498327000000.0,100093961000000.0,480903000000.0,96594177000000.0,508243000000.0,102085689000000.0,6.33,6.7,6.5,0.55,0.52,0.49,112739000000.0,22644756000000.0,119188000000.0,23940102000000.0,110185000000.0,22131759000000.0,101824000000.0,20452369000000.0,108829000000.0,21859393000000.0,98585000000.0,19801783000000.0,80954000000.0,16260420000000.002,80243000000.0,16117609000000.0,80137000000.0,16096318000000.0,5.22,4.68,0.58,0.49,0.53,22.63
600028,600028.SS,중국석유화학,China Petroleum and Chemical Corporation Class A,상해,CNY,5.48,0.55,532343166649.0,167559631.0,3.67,"오일, 가스 정제 및 마케팅",True,중국,2025,12.31,3212215000000.0,645205505000000.0,2783583000000.0,559110480999999.94,3074562000000.0,617556523000000.0,11.62,16.61,14.3,0.86,0.8,0.9,198221000000.0,39814670000000.0,178758000000.0,35905332000000.0,188982000000.0,37958925000000.0,88192000000.0,17714245000000.0,51247000000.0,10293472000000.0,71825000000.0,14426770000000.002,60463000000.0,12144598000000.0,31809000000.0,6389156000000.0,50313000000.0,10105869000000.0,5.96,3.75,3.52,1.66,2.8,1.84
601728,601728.SS,차이나 텔레콤,China Telecom Corp Ltd Class A,상해,CNY,6.38,-0.31,495277669100.0,84945753.0,3.93,통합 통신 서비스,True,중국,2025,12.31,507842700000.0,102005285000000.0,523924700000.0,105235514999999.98,523568900000.0,105164049000000.0,20.45,16.76,15.74,1.55,1.25,1.2,139333000000.0,27986426000000.0,143549500000.0,28833353000000.004,139893700000.0,28099049000000.0,39834480000.0,8001153999999.999,39547190000.0,7943449000000.001,39016240000.0,7836802000000.0,30445690000.0,6115321000000.0,33184730000.000004,6665485000000.001,33012070000.0,6630803999999.999,3.42,4.61,3.7,3.82,3.87,7.55
601328,601328.SS,교통은행,Bank of Communications Co Ltd Class A,상해,CNY,7.42,1.37,395871258220.0,173423200.0,4.44,은행,True,중국,2025,12.31,459861000000.0,92367680000000.0,419447000000.0,84250124000000.0,451712000000.0,90730872000000.0,6.16,7.06,5.84,0.51,0.51,0.46,180217000000.0,36198387000000.0,178823000000.0,35918388000000.0,183822000000.0,36922487000000.0,161576000000.0,32454155000000.0,159111000000.0,31959034999999.996,164322000000.0,33005717000000.0,85255000000.0,17124319000000.0,88920000000.0,17860471000000.0,86122000000.0,17298465000000.0,5.12,5.14,0.69,0.63,0.65,37.93
601166,601166.SS,흥업은행,Industrial Bank Co.  Ltd. Class A,상해,CNY,18.22,1.62,385587300327.0,99332714.0,5.95,은행,True,중국,2025,12.31,349079000000.0,70116007999999.99,312406000000.0,62749868999999.99,343835000000.0,69062698000000.0,7.17,5.23,5.27,0.61,0.41,0.47,125665000000.0,25241072000000.0,130712000000.0,26254812000000.0,141633000000.0,28448403999999.996,119453000000.0,23993330000000.0,124209000000.0,24948620000000.0,135193000000.0,27154865999999.996,72904000000.0,14643497000000.0,72736000000.0,14609753000000.0,72993000000.0,14661374000000.0,4.81,5.83,0.8,0.72,0.75,39.76
603259,603259.SS,우시앱텍,WuXi AppTec Co.  Ltd. Class A,상해,CNY,153.83,-1.47,380464700242.0,25721662.0,1.33,생명 공학 및 의학 연구,True,중국,2025,12.31,40340810000.0,8102855000000.0,45456160000.0,9130324000000.0,39241430000.0,7882034000000.0,20.24,31.56,31.92,3.44,5.89,4.48,13708060000.0,2753401000000.0,21135260000.0,4245228000000.0,12108340000.0,2432081000000.0,11424490000.0,2294723000000.0,17652710000.0,3545723000000.0005,9314260000.0,1870862000000.0,9606750000.0,1929612000000.0,19150580000.0,3846585000000.0,9450310000.0,1898189000000.0,1.55,1.31,14.02,21.08,12.43,38.83
601998,601998.SS,중신은행,China Citic Bank Corp Ltd Class A,상해,CNY,8.89,1.25,362383063661.0,57243827.0,4.34,은행,True,중국,2025,12.31,317692000000.0,63811615000000.0,284588000000.0,57162346000000.0,309791000000.0,62224619999999.99,5.46,6.66,5.82,0.52,0.61,0.57,119394000000.0,23981479000000.0,126252000000.0,25358977000000.0,126990000000.0,25507211000000.0,111270000000.0,22349692000000.0,117556000000.0,23612298000000.0,118433000000.0,23788452000000.0,62228000000.0,12499116000000.0,66784000000.0,13414234000000.0,63788000000.0,12812458000000.0,4.79,4.52,0.77,0.73,0.75,41.31
600030,600030.SS,중신증권,CITIC Securities Company Limited Class A,상해,CNY,27.99,0.47,341491154572.0,139255759.0,2.51,투자 은행 및 중개 서비스,True,중국,2025,12.31,72573050000.0,14577023000000.002,86529180000.0,17380251000000.0,72573050000.0,14577023000000.002,19.86,13.93,18.74,1.36,1.29,1.28,29364550000.0,5898164000000.0,43036790000.0,8644370000000.0,29364550000.0,5898164000000.0,27381540000.0,5499856000000.0,41031480000.0,8241583000000.0,27381540000.0,5499856000000.0,20898120000.0,4197596000000.0,29036760000.0,5832324000000.0,20898120000.0,4197596000000.0,1.78,2.25,1.43,1.64,1.43,47.42
600183,600183.SS,생익과기,Shengyi Technology Co Ltd Class A,상해,CNY,137.5,-3.97,333988004625.0,67020788.0,0.84,전자 장비 및 부품,True,중국,2025,12.31,16586070000.0,3331478000000.0,28431140000.0,5710679000000.0,20388330000.0,4095200000000.0,54.6,107.09,94.27,4.67,21.16,11.29,2221740000.0,446258000000.0,5283610000.0,1061266000000.0,2953120000.0,593163000000.0,1393510000.0,279900000000.0,4369530000.0,877665000000.0,2089929999.9999998,419784000000.0,1164000000.0,233800000000.0,3333950000.0,669658000000.0,1738670000.0,349229000000.0,1.62,1.01,4.58,12.88,7.1,15.37
603993,603993.SS,낙양몰리브덴,CMOC Group Limited Class A,상해,CNY,18.48,-0.7,322676363412.0,136674779.0,1.28,특수 채굴 및 금속,True,중국,2025,12.31,186269000000.0,37413991000000.0,206683700000.0,41514488000000.0,213028700000.0,42788945000000.0,24.18,20.31,27.87,2.75,5.06,5.35,14623410000.0,2937258000000.0,49899190000.0,10022751000000.0,34305980000.000004,6890699000000.001,11810030000.0,2372163000000.0,42646150000.0,8565906000000.0,28204870000.0,5665230000000.0,8140040000.0,1635008000000.0,20324590000.0,4082397000000.0,13607520000.0,2733206000000.0,2.02,1.45,5.05,12.95,9.01,20.63
688012,688012.SS,AMEC(중미반도체),Advanced Micro-Fabrication Equipment Inc China Class A,상해,CNY,335.42,-1.64,321279480366.0,13101087.0,0.07,반도체 장비 및 테스트,True,중국,2025,12.31,6263510000.0,1258089000000.0,12384640000.0,2487579000000.0,9065160000.0,1820829000000.0,85.99,161.69,119.25,6.56,15.09,9.64,1496130000.0,300512000000.0,1850530000.0,371697000000.0,1666270000.0,334687000000.0,1305530000.0,262228000000.00003,1475940000.0,296457000000.0,1370000000.0,275178000000.0,1785910000.0,358717000000.0,2111469999.9999998,424110000000.00006,1615680000.0,324525000000.0,0.26,0.1,8.58,7.36,6.76,11.92
600000,600000.SS,상해포동발전은행,Shanghai Pudong Development Bank Co.  Ltd. Class A,상해,CNY,9.43,1.73,314074055169.0,75765982.0,4.53,은행,True,중국,2025,12.31,297598000000.0,59775534000000.0,265116000000.0,53251200000000.0,288125000000.0,57872788000000.0,10.5,5.57,6.27,0.44,0.38,0.42,82653000000.0,16601682000000.0,96446000000.0,19372144000000.0,101340000000.0,20355152000000.0,74586000000.0,14981344000000.0,88172000000.0,17710228000000.0,93490000000.0,18778401000000.0,31349000000.0,6296760000000.0,46280000000.0,9295801000000.0,39904000000.0,8015117000000.0,3.07,4.09,0.42,0.52,0.5,33.26
688981,688981.SS,중신 국제집성전로제조,Semiconductor Manufacturing International Corp Class A,상해,CNY,121.14,-2.2,308512643509.0,31271765.0,0.0,반도체,True,중국,2025,12.31,6321560000.0,1269749000000.0,67323200000.0,13522538000000.0,57795570000.0,11608818000000.0,41.49,205.41,284.52,1.44,6.68,5.5,3024180000.0,607437000000.0,35028770000.0,7035878999999.999,26376690000.0,5298022000000.0,356890000.0,71685000000.0,7722100000.0,1551062000000.0,3220670000.0,646905000000.0,902530000.0,181281000000.0,5040730000.0,1012482000000.0,3698660000.0,742914000000.0,,,2.46,2.0,1.55,11.47
600276,600276.SS,항서의약,Jiangsu Hengrui Pharmaceuticals Co Ltd Class A,상해,CNY,46.02,0.13,293561684649.0,48980329.0,0.44,제약,True,중국,2025,12.31,22819790000.0,4583583000000.0,31629420000.0,6353085000000.0,27984610000.0,5620989000000.0,70.39,39.78,55.14,7.63,5.13,7.73,5237860000.0,1052076000000.0,9375940000.0,1883250000000.0,7555090000.0,1517516000000.0,4533220000.0,910543000000.0,8531170000.0,1713570000000.0,6779060000.0,1361642000000.0,4302440000.0,864187000000.0001,7711060000.0,1548843000000.0,6336530000.0,1272755000000.0,0.41,0.36,9.93,12.86,13.49,26.97
601319,601319.SS,중국인민보험그룹,People's Insurance Company Group of China Ltd Class A,상해,CNY,7.99,-0.62,283627075098.0,96587044.0,2.74,손해보험,True,중국,2025,12.31,519368000000.0,104320256000000.0,617243000000.0,123979429000000.0,571233000000.0,114737860000000.02,12.8,6.71,8.85,1.25,1.02,1.36,44135000000.0,8864956000000.0,84453000000.0,16963229999999.998,77368000000.0,15540135999999.998,39202000000.0,7874114000000.0,79349000000.0,15938040000000.0,72298000000.0,14521776000000.0,22773000000.0,4574185000000.0,46646000000.0,9369316000000.0,42869000000.0,8610667000000.0,2.05,2.33,2.12,3.32,3.48,12.86
600150,600150.SS,중국선박공업,China CSSC Holdings Ltd Class A,상해,CNY,37.47,9.18,281985029661.0,337744691.0,1.06,조선,True,중국,2025,12.31,74838510000.0,15032063000000.0,151978000000.0,30526301000000.0,78584410000.0,15784465000000.0,44.2,28.57,47.86,2.7,1.83,3.41,3602220000.0,723543000000.0,11030540000.0,2215594000000.0,3800910000.0,763450000000.0,1141770000.0,229335000000.0,6698260000.0,1345412000000.0,1687670000.0,338985000000.0,2957400000.0,594023000000.0,7848380000.0,1576425000000.0,3614140000.0,725935000000.0,0.68,0.64,1.74,2.55,2.14,4.41
601225,601225.SS,섬서석탄,Shaanxi Coal Industry Co Ltd Class A,상해,CNY,26.24,0.0,254396800000.0,33468852.0,3.61,석탄,True,중국,2025,12.31,170872500000.0,34321450000000.0,158178500000.0,31771734000000.004,184144800000.0,36987325000000.0,9.08,16.5,6.93,2.17,2.71,2.81,56151430000.0,11278576000000.0,41703290000.0,8376523000000.0,54772090000.0,11001522000000.0,44325390000.0,8903198000000.0,28446390000.0,5713742000000.0,41214330000.0,8278310000000.001,21239020000.0,4266069999999.9995,16764759999.999998,3367369999999.9995,36557250000.0,7342889000000.0,2.7,4.86,17.2,11.45,15.74,17.98
601211,601211.SS,국태해통증권,Guotai Haitong Securities Co Ltd Class A,상해,CNY,17.87,1.02,251525577047.0,67986399.0,2.83,투자 은행 및 중개 서비스,True,중국,2025,12.31,39818580000.0,7997960000000.001,74938660000.0,15052179000000.0,49383560000.0,9919182000000.0,17.88,13.17,11.85,0.92,0.96,0.88,13774380000.0,2766722000000.0,33478199999.999996,6724431000000.0,18401640000.0,3696153000000.0,12398870000.0,2490437000000.0,30753790000.0,6177206000000.0,16952130000.000002,3405005000000.0005,8662090000.0,1739868000000.0,27416070000.0,5506792000000.0,12376190000.0,2485882000000.0,2.01,2.56,1.11,1.84,1.37,41.04
603986,603986.SS,기가디바이스,GigaDevice Semiconductor Inc Class A,상해,CNY,371.88,-2.95,249426731445.0,29969135.0,0.2,반도체,True,중국,2025,12.31,5760820000.0,1157119000000.0,9203460000.0,1848608000000.0002,7355980000.0,1477522000000.0,179.09,159.74,155.74,4.75,13.94,10.41,562960000.0,113075000000.0,1933520000.0,388367000000.0,1072060000.0,215334000000.0,164410000.0,33024000000.0,1446640000.0,290572000000.0,653580000.0,131277000000.0,161140000.0,32367000000.0,1648020000.0,331022000000.0,1102540000.0,221457000000.00003,0.84,0.13,0.97,8.26,6.17,15.72
600309,600309.SS,만화화학,Wanhua Chemical Group Co Ltd Class A,상해,CNY,77.66,0.36,243112426475.0,36248486.0,1.62,상품 화학,True,중국,2025,12.31,175360900000.0,35222990000000.0,203234600000.0,40821702000000.0,182069100000.0,36570399000000.0,11.09,18.85,19.51,2.13,2.26,2.91,32788070000.0,6585812000000.0,34612790000.0,6952325000000.0,32839100000.0,6596062000000.0,21225290000.0,4263312000000.0005,17731910000.0,3561631000000.0,19609720000.0,3938808000000.0,16815759999.999998,3377614000000.0,12527200000.0,2516213000000.0,13033070000.0,2617822000000.0,2.21,1.42,8.06,4.56,5.41,8.72
601816,601816.SS,경호고속철로,Beijing-Shanghai High Speed Railway Co Ltd Class A,상해,CNY,4.9,0.41,239735828913.0,111993359.0,2.74,고속도로 및 철도,True,중국,2025,12.31,40682740000.0,8171535000000.001,43062040000.0,8649441000000.0,42157110000.0,8467677000000.0,24.71,18.05,18.96,1.46,1.15,1.2,23604490000.0,4741198000000.0,24761420000.0,4973579000000.0,24750560000.0,4971397000000.0,17678960000.0,3550996000000.0,19105290000.0,3837489000000.0,18892870000.0,3794822000000.0,11545540000.0,2319037000000.0,13171910000.0,2645710000000.0,12768290000.0,2564639000000.0,1.92,1.98,3.86,4.61,4.39,44.37
601601,601601.SS,태평양보험,China Pacific Insurance (Group) Co.  Ltd. Class A,상해,CNY,34.21,0.5,234168868176.0,52790261.0,3.38,생명 및 건강 보험,True,중국,2025,12.31,275779000000.0,55392969999999.99,332183000000.0,66722277000000.0,311353000000.0,62538364000000.0,10.45,5.68,8.24,1.22,1.01,1.29,40836000000.0,8202319000000.0,75071000000.0,15078760999999.998,63154000000.0,12685112000000.0,36931000000.0,7417961000000.0,71431000000.0,14347631000000.0,59374000000.0,11925862000000.0,27257000000.0,5474841000000.0,53505000000.0,10747014000000.0,44960000000.0,9030666000000.0,3.21,2.76,1.26,1.85,1.79,21.5
601939,601939.SS,건설은행,China Construction Bank Corp Class A,상해,CNY,10.98,0.27,232590016137.0,74471181.0,3.55,은행,True,중국,2025,12.31,1247366000000.0,250545935000000.0,1153262000000.0,231644204999999.97,1241557000000.0,249379139000000.0,6.63,8.21,7.09,0.68,0.76,0.71,482193000000.0,96853286000000.0,494807000000.0,99386934000000.0,500919000000.0,100614590000000.0,454194000000.0,91229407000000.0,466748000000.0,93751003000000.0,471967000000.0,94799292000000.0,327543000000.0,65790287000000.0,333486000000.0,66983998000000.0,328469000000.0,65976282999999.99,4.66,4.16,0.91,0.79,0.85,40.47
600919,600919.SS,장수은행,Bank of Jiangsu Co.  Ltd. Class A,상해,CNY,12.28,1.32,225354264406.0,79591570.0,4.65,은행,True,중국,2025,12.31,125972400000.0,25302816000000.0,142656700000.0,28654025000000.0,130702300000.0,26252864000000.0,7.17,6.6,7.19,0.79,0.69,0.73,58686230000.0,11787716000000.0,66682390000.0,13393825000000.0,62422930000.0,12538270000000.0,57469070000.0,11543237000000.0,65325160000.0,13121212000000.0,61103310000.0,12273211000000.0,27218350000.0,5467078000000.0,32241000000.0,6475927000000.0,30311210000.0,6088310000000.0,5.48,4.83,0.94,0.82,0.91,45.79
688008,688008.SS,몬타지 테크놀로지,Montage Technology Co.  Ltd. Class A,상해,CNY,187.7,-1.22,214872300592.0,31685760.0,0.31,반도체,True,중국,2025,12.31,2285740000.0,459114000000.00006,5456320000.0,1095956000000.0,3638910000.0,730912000000.0,186.96,108.68,108.08,8.31,18.89,13.48,376080000.0,75539000000.0,2090159999.9999998,419829000000.0,1209380000.0,242915000000.0,287900000.0,57827000000.0,1970280000.0,395750000000.0,1099620000.0,220869999999.99997,450910000.0,90570000000.0,2235570000.0,449037000000.0,1411780000.0,283570000000.0,0.4,0.29,4.22,16.4,11.7,36.11
601919,601919.SS,코스코해운,COSCO Shipping Holdings Co Ltd Class A,상해,CNY,16.06,-3.08,201657983658.0,126228435.0,6.04,해양 화물 및 물류,True,중국,2025,12.31,175447800000.0,35240445000000.0,219503800000.0,44089533000000.0,233859100000.0,46972939000000.0,9.67,8.49,5.14,1.16,1.13,1.07,41715980000.0,8379072000000.0,54582960000.0,10963533000000.0,76576110000.0,15381076999999.998,22449070000.0,4509120000000.0,33890420000.0,6807230000000.0,58177400000.0,11685513000000.0,23860260000.0,4792572000000.0,30868150000.0,6200177000000.0,49100500000.0,9862326000000.0,5.26,10.08,5.83,7.18,11.54,15.44
603268,603268.SS,Guangdong Songfa Ceramics Co Ltd Class A,Guangdong Songfa Ceramics Co Ltd Class A,상해,CNY,192.6,0.86,196204882837.0,4764511.0,0.0,조선,True,중국,2025,12.31,,,,,,,,61.96,,,19.24,,,,,,,,,,,,,,,,,,,,,,,,,
603288,603288.SS,해천미업,Foshan Haitian Flavouring and Food Co Ltd Class A,상해,CNY,34.4,0.82,191257830154.0,15701508.0,3.99,식품 가공,True,중국,2025,12.31,24559310000.0,4932983000000.0,28873380000.0,5799507000000.0,26900980000.0,5403331000000.0,40.57,27.74,32.81,7.98,4.82,6.79,6840040000.0,1373890000000.0,8805130000.0,1768599000000.0002,7744680000.0,1555596000000.0,5921410000.0,1189374000000.0,7970750000.0,1601005000000.0,6843680000.0,1374621000000.0,5626630000.0,1130164000000.0,7038460000.0,1413746000000.0,6344130000.0,1274281000000.0,1.61,1.48,15.57,15.14,16.03,27.61
601985,601985.SS,중국핵전,China National Nuclear Power Co Ltd Class A,상해,CNY,9.08,-0.44,186757458832.0,106400441.0,1.97,민자 발전 사업,True,중국,2025,12.31,77272050000.0,15520864000000.002,82075490000.0,16485682999999.998,77272050000.0,15520864000000.002,19.9,19.17,19.55,1.72,1.55,1.69,46887110000.0,9417745000000.0,51268830000.0,10297857000000.0,46887110000.0,9417745000000.0,28667880000.0,5758230000000.0,29673860000.0,5960292000000.0,28667880000.0,5758230000000.0,9522980000.0,1912787000000.0,9317300000.0,1871474000000.0002,9522980000.0,1912787000000.0,1.27,1.98,2.76,2.55,2.76,36.15
