종목코드,종목명,시장구분,종목구분,현재가,등락률,시가총액,상장주식수,거래량,외국인비율,PER,ROE,당기순이익,매출액,부채총계,영업이익,자본총계,자산총계,부채비율,영업이익률,ROE_계산,기준연도,보고서
093050,LF,KOSPI,보통주,23300,1.75,681300000000,29240,16583,13.38,6.01,6.18,117526580469.0,1882430252411.0,1179867229264.0,168111068247.0,1846793949430.0,3026661178694.0,63.89,8.93,6.36,2025,사업보고서
317450,명인제약,KOSPI,보통주,46400,1.53,677400000000,14600,15949,0.99,7.22,12.28,81435216634.0,287254358952.0,47296540812.0,92498324556.0,794378106390.0,841674647202.0,5.95,32.2,10.25,2025,사업보고서
005690,파미셀,KOSPI,보통주,11220,3.31,673200000000,60004,669511,8.06,14.48,38.31,40288986397.0,114061538479.0,33295200831.0,34304034471.0,123877690491.0,157172891322.0,26.88,30.08,32.52,2025,사업보고서
100840,SNT에너지,KOSPI,보통주,32500,0.31,672100000000,20681,152044,1.88,6.12,25.15,84373067879.0,606119987434.0,225095289535.0,111313927765.0,364744033303.0,589839322838.0,61.71,18.36,23.13,2025,사업보고서
017940,E1,KOSPI,보통주,97700,0.41,670200000000,6860,3762,6.86,3.86,5.29,114200487289.0,10392522604756.0,13306387733271.0,324063026338.0,2609252670735.0,15915640404006.0,509.97,3.12,4.38,2025,사업보고서
069260,TKG휴켐스,KOSPI,보통주,16390,1.36,670000000000,40879,47163,8.11,10.39,6.77,59207938448.0,1127691137096.0,259893913825.0,65614572005.0,908316322259.0,1168210236084.0,28.61,5.82,6.52,2025,사업보고서
268280,미원에스씨,KOSPI,보통주,134000,2.84,670000000000,5000,1794,0.57,7.66,14.34,61302751052.0,532122514140.0,100739005312.0,65482438995.0,448498102489.0,549237107801.0,22.46,12.31,13.67,2025,사업보고서
293940,신한알파리츠,KOSPI,보통주,5510,1.1,666400000000,120940,128268,11.35,59.25,1.81,11311947161.0,82852115221.0,2330978618338.0,51085925770.0,813938485823.0,3144917104161.0,286.38,61.66,1.39,2025,사업보고서
000400,롯데손해보험,KOSPI,보통주,2140,2.88,664100000000,310336,595226,0.74,32.92,7.29,51331000000.0,,13796795000000.0,64736000000.0,613504000000.0,14410299000000.0,2248.85,,8.37,2025,사업보고서
094800,맵스리얼티,KOSPI,보통주,7140,-0.56,662800000000,92834,69753,2.72,,,,,,,,,,,,2025,사업보고서
002960,한국쉘석유,KOSPI,보통주,501000,0.6,651300000000,1300,1292,58.35,12.71,36.04,48227962489.0,344959163929.0,59902688775.0,52781327678.0,140361831154.0,200264519929.0,42.68,15.3,34.36,2025,사업보고서
014820,동원시스템즈,KOSPI,보통주,22450,3.94,650900000000,28991,30413,13.86,10.38,6.33,53724930722.0,1372874325188.0,668078508038.0,66155675299.0,862644280784.0,1530722788822.0,77.45,4.82,6.23,2025,사업보고서
000640,동아쏘시오홀딩스,KOSPI,보통주,96000,4.12,646300000000,6733,19032,16.94,7.58,8.32,91466489869.0,1429766810735.0,927773911607.0,97772974663.0,1151530812147.0,2079304723754.0,80.57,6.84,7.94,2025,사업보고서
001060,JW중외제약,KOSPI,보통주,27400,1.48,638000000000,23286,66260,7.82,6.74,17.6,61511192817.0,775298057923.0,235903567710.0,94460987932.0,369369599885.0,605273167595.0,63.87,12.18,16.65,2025,사업보고서
248070,솔루엠,KOSPI,보통주,13300,1.29,636000000000,47816,60361,19.35,66.83,2.74,14186712359.0,1700246425329.0,713750108979.0,46500186977.0,562770784623.0,1276520893602.0,126.83,2.73,2.52,2025,사업보고서
033240,자화전자,KOSPI,보통주,29400,-2.0,635200000000,21606,48979,12.76,5.69,11.15,47130948352.0,848919780257.0,333169120868.0,41997195908.0,444654832356.0,777823953224.0,74.93,4.95,10.6,2025,사업보고서
002350,넥센타이어,KOSPI,보통주,6500,1.25,634800000000,97668,52952,11.01,4.39,7.71,151173987164.0,3189610448781.0,2655057838506.0,170297371324.0,2054456537364.0,4709514375870.0,129.23,5.34,7.36,2025,사업보고서
002990,금호건설,KOSPI,보통주,17020,12.34,634200000000,37260,34995263,0.0,8.21,26.79,62380067861.0,2018488470870.0,1261873459343.0,47084246190.0,242559560283.0,1504433019626.0,520.23,2.33,25.72,2025,사업보고서
001570,금양,KOSPI,보통주,9900,0.0,633300000000,63967,0,5.08,-10.07,-13.87,-69041847124.0,102780898535.0,761490705739.0,-44660871685.0,460577235489.0,1222067941228.0,165.33,-43.45,-14.99,2025,사업보고서
001680,대상,KOSPI,보통주,18200,4.06,630600000000,34648,207126,16.19,-2.19,-24.42,-303088987280.0,4401305371276.0,2382199703977.0,169282317428.0,1096948855862.0,3479148559839.0,217.17,3.85,-27.63,2025,사업보고서
0220W0,한화머시너리앤서비스홀딩스,KOSPI,보통주,7440,-2.23,628800000000,84516,5582913,19.38,,,,,,,,,,,,2025,사업보고서
002840,미원상사,KOSPI,보통주,138800,2.21,624600000000,4500,3395,2.88,12.48,10.66,43521733029.0,441137509663.0,76510174483.0,43607590772.0,416384564328.0,492894738811.0,18.37,9.89,10.45,2025,사업보고서
383800,LX홀딩스,KOSPI,보통주,8170,0.12,623200000000,76281,49026,13.03,5.49,7.01,135595000000.0,41293000000.0,357750000000.0,133398000000.0,2000182000000.0,2357932000000.0,17.89,323.05,6.78,2025,사업보고서
006650,대한유화,KOSPI,보통주,95800,7.04,622700000000,6500,77151,14.01,8.45,1.74,55896051028.0,3347821791902.0,618855781516.0,52668902480.0,2081469764215.0,2700325545731.0,29.73,1.57,2.69,2025,사업보고서
006380,카프로,KOSPI,보통주,3660,0.0,618500000000,169000,0,0.08,-28.15,-39.23,-32360115936.0,24637580909.0,164896597652.0,-21120021206.0,76798528456.0,241695126108.0,214.71,-85.72,-42.14,2025,사업보고서
453340,현대그린푸드,KOSPI,보통주,18870,3.23,612700000000,32472,21352,15.95,5.9,12.46,87737987000.0,2329622621000.0,300054314000.0,106794924000.0,729519039000.0,1029573353000.0,41.13,4.58,12.03,2025,사업보고서
075580,세진중공업,KOSPI,보통주,10660,-0.47,606000000000,56849,79451,2.48,9.46,24.35,59844468153.0,402686260726.0,338269567228.0,73388632210.0,299494086856.0,637763654084.0,112.95,18.22,19.98,2025,사업보고서
108320,LX세미콘,KOSPI,보통주,37200,-1.59,605000000000,16264,62097,29.55,10.42,7.49,82633081344.0,1639070665791.0,274236911903.0,108856055553.0,1125606564582.0,1399843476485.0,24.36,6.64,7.34,2025,사업보고서
079900,전진건설로봇,KOSPI,보통주,41350,3.12,603400000000,14593,216270,0.24,17.21,20.58,29246401890.0,190660739993.0,73601752623.0,28718922607.0,156587716209.0,230189468832.0,47.0,15.06,18.68,2025,사업보고서
001510,SK증권,KOSPI,보통주,2575,-1.53,595600000000,231295,3594213,0.12,12.44,5.0,28702851671.0,,6254917857647.0,7785938575.0,604618254601.0,6859536112248.0,1034.52,,4.75,2025,사업보고서
114090,GKL,KOSPI,보통주,9610,3.67,594400000000,61856,155689,12.27,12.61,11.01,47072361742.0,422947217924.0,209818436317.0,52644453601.0,441452020522.0,651270456839.0,47.53,12.45,10.66,2025,사업보고서
003300,한일홀딩스,KOSPI,보통주,19160,1.43,590700000000,30831,39616,3.81,10.82,1.91,61940513546.0,1930489160379.0,1386581594916.0,123224218366.0,2349825497227.0,3736407092143.0,59.01,6.38,2.64,2025,사업보고서
001530,DI동일,KOSPI,보통주,28050,10.65,581100000000,20716,222610,4.52,91.37,-1.8,-9968597538.0,601351665454.0,504274251329.0,-1544756113.0,520481606131.0,1024755857460.0,96.89,-0.26,-1.92,2025,사업보고서
090460,비에이치,KOSPI,보통주,17100,-0.52,576500000000,33712,248003,11.35,7.05,4.24,40648029171.0,1792660286542.0,579680300070.0,53978420775.0,790820471433.0,1370500771503.0,73.3,3.01,5.14,2025,사업보고서
001270,부국증권,KOSPI,보통주,55500,0.0,575500000000,10370,951,1.1,18.48,5.69,45640937410.0,965463610904.0,978659889416.0,56777193314.0,833260950620.0,1811920840036.0,117.45,5.88,5.48,2025,사업보고서
058650,세아홀딩스,KOSPI,보통주,134700,0.97,571400000000,4242,727,1.37,5.35,2.93,85883534732.0,6611085565727.0,3102024036289.0,175467417940.0,3088757914675.0,6190781950964.0,100.43,2.65,2.78,2025,사업보고서
178920,PI첨단소재,KOSPI,보통주,19360,1.52,568500000000,29366,20089,14.65,13.92,8.8,30385165747.0,263421091422.0,109604647279.0,43038925899.0,355154473586.0,464759120865.0,30.86,16.34,8.56,2025,사업보고서
007700,F&F홀딩스,KOSPI,보통주,14490,3.5,566800000000,39114,18868,0.43,3.44,5.56,367905656969.0,1933800848582.0,700781175716.0,434194766171.0,3642862629037.0,4343643804753.0,19.24,22.45,10.1,2025,사업보고서
025540,한국단자,KOSPI,보통주,55700,-0.18,563400000000,10115,30795,28.65,4.63,9.47,106155718000.0,1442849979000.0,396261360000.0,139253322000.0,1161783464000.0,1558044824000.0,34.11,9.65,9.14,2025,사업보고서
016380,KG스틸,KOSPI,보통주,5620,0.36,562000000000,100009,150778,6.17,3.03,6.73,135541251751.0,3193444424500.0,1045253739517.0,150747044427.0,2055486553860.0,3100740293377.0,50.85,4.72,6.59,2025,사업보고서
005810,풍산홀딩스,KOSPI,보통주,38700,0.39,557900000000,14417,21259,12.23,5.37,6.57,74363461619.0,432529869131.0,181539589876.0,66801089250.0,1172765563682.0,1354305153558.0,15.48,15.44,6.34,2025,사업보고서
336370,솔루스첨단소재,KOSPI,보통주,7850,0.51,551200000000,70212,68083,2.86,17.37,-9.15,-138394465215.0,616083220023.0,1214887968135.0,-73336006541.0,945628850900.0,2160516819035.0,128.47,-11.9,-14.64,2025,사업보고서
003620,KG모빌리티,KOSPI,보통주,2690,0.19,544400000000,202375,430713,18.0,5.82,3.21,46571489864.0,4303636808271.0,1884654616602.0,36155571131.0,1484549777823.0,3369204394425.0,126.95,0.84,3.14,2025,사업보고서
284740,쿠쿠홈시스,KOSPI,보통주,24050,5.25,539600000000,22437,43201,9.52,3.92,11.7,134319541308.0,1121342626136.0,313829152805.0,169362970577.0,1266323716076.0,1580152868881.0,24.78,15.1,10.61,2025,사업보고서
019170,신풍제약,KOSPI,보통주,10090,14.14,528900000000,52419,3848986,5.34,-672.67,3.35,8389168304.0,234680653227.0,81738685157.0,14255167972.0,270727639232.0,352466324389.0,30.19,6.07,3.1,2025,사업보고서
460860,동국제강,KOSPI,보통주,10380,-4.24,514900000000,49608,274462,26.97,35.67,0.46,8231853074.0,3203431341223.0,2249953412630.0,59380409698.0,1884321017339.0,4134274429969.0,119.4,1.85,0.44,2025,사업보고서
039130,하나투어,KOSPI,보통주,32900,2.17,509600000000,15490,29033,11.27,12.96,19.79,48091672930.0,586902971424.0,490408511927.0,57626875763.0,167123092679.0,657531604606.0,293.44,9.82,28.78,2025,사업보고서
009410,태영건설,KOSPI,보통주,1693,3.23,503800000000,297590,899934,0.57,3.01,11.28,95829321273.0,2174483568714.0,3484163079501.0,52789167779.0,642890379557.0,4127053459058.0,541.95,2.43,14.91,2025,사업보고서
008060,대덕,KOSPI,보통주,16070,-2.61,502800000000,31287,40890,15.04,14.52,0.59,6226179828.0,1384989854344.0,388480733168.0,11312935746.0,1449629713905.0,1838110447073.0,26.8,0.82,0.43,2025,사업보고서
448730,삼성FN리츠,KOSPI,보통주,5520,0.55,502600000000,91050,86889,0.36,153.33,0.8,3068333554.0,12236124626.0,461532884850.0,7403212797.0,406545673447.0,868078558297.0,113.53,60.5,0.75,2025,사업보고서
001500,현대차증권,KOSPI,보통주,8040,0.25,497100000000,61833,68718,2.97,7.76,4.21,57735000000.0,,10953063000000.0,72252000000.0,1443326000000.0,12396389000000.0,758.88,,4.0,2025,사업보고서
034310,NICE,KOSPI,보통주,13500,0.9,496200000000,36757,64396,8.94,24.19,4.98,76572424408.0,3242560195759.0,2275860432769.0,198097014621.0,1404485211551.0,3680345644320.0,162.04,6.11,5.45,2025,사업보고서
161000,애경케미칼,KOSPI,보통주,10200,-4.14,496200000000,48649,249174,0.44,24.88,-0.41,-4932144000.0,1452334759000.0,677902908000.0,-10193301000.0,716362404000.0,1394265312000.0,94.63,-0.7,-0.69,2025,사업보고서
010780,아이에스동서,KOSPI,보통주,16340,0.86,493300000000,30187,84897,7.01,6.02,-4.13,-71817706724.0,1234356436787.0,2036654090129.0,68122603774.0,1421331007998.0,3457985098127.0,143.29,5.52,-5.05,2025,사업보고서
377740,바이오노트,KOSPI,보통주,4800,1.05,489100000000,101886,78651,0.6,-3.9,-5.56,-87497889504.0,118323544203.0,44645305237.0,16705690020.0,1511246700932.0,1555892006169.0,2.95,14.12,-5.79,2025,사업보고서
004690,삼천리,KOSPI,보통주,132400,1.15,480200000000,3627,5247,12.61,3.9,6.84,131326078663.0,5275461012669.0,2576970582316.0,159630890886.0,1882344303995.0,4459314886311.0,136.9,3.03,6.98,2025,사업보고서
005250,녹십자홀딩스,KOSPI,보통주,10140,1.3,476900000000,47028,52878,8.1,-4.11,-7.34,-41819513911.0,2451476280927.0,2305403194573.0,36227417620.0,1763769240472.0,4069172435045.0,130.71,1.48,-2.37,2025,사업보고서
145990,삼양사,KOSPI,보통주,45950,2.0,473900000000,10313,7946,4.94,-1.57,-18.8,-302363245003.0,2562499706149.0,1840402506721.0,111724649074.0,1785046333932.0,3625448840653.0,103.1,4.36,-16.94,2025,사업보고서
002240,고려제강,KOSPI,보통주,17550,2.81,473800000000,27000,17944,6.76,9.75,0.53,4602609973.0,1809183329321.0,698402110438.0,40722957585.0,1961649790761.0,2660051901199.0,35.6,2.25,0.23,2025,사업보고서
000070,삼양홀딩스,KOSPI,보통주,60900,2.18,472800000000,7763,7159,8.14,-2.51,-10.17,-298132876106.0,3348286833611.0,2619520717525.0,108765726889.0,2652535097234.0,5272055814759.0,98.76,3.25,-11.24,2025,사업보고서
249420,일동제약,KOSPI,보통주,14840,3.34,469500000000,31638,371203,8.88,10.7,13.59,23697717396.0,566933738499.0,333517064238.0,19476874942.0,239513589413.0,573030653651.0,139.25,3.44,9.89,2025,사업보고서
029460,케이씨,KOSPI,보통주,40950,5.95,451300000000,11021,76161,13.71,9.56,5.45,50439874020.0,797344487484.0,184334994155.0,46462702378.0,968715489174.0,1153050483329.0,19.03,5.83,5.21,2025,사업보고서
014830,유니드,KOSPI,보통주,66500,5.06,450000000000,6768,20194,12.52,5.17,6.23,65259133113.0,1338757918765.0,441902160687.0,87908807724.0,1081887669182.0,1523789829869.0,40.85,6.57,6.03,2025,사업보고서
002030,아세아,KOSPI,보통주,214500,3.62,441600000000,2059,4639,5.4,15.95,2.65,51275842000.0,1884464676000.0,1283391333000.0,111030477000.0,2035747890000.0,3319139223000.0,63.04,5.89,2.52,2025,사업보고서
072710,농심홀딩스,KOSPI,보통주,95100,0.96,441100000000,4638,2368,4.3,3.34,9.03,114580782443.0,858816121290.0,515757843121.0,81116780194.0,1320947495730.0,1836705338851.0,39.04,9.45,8.67,2025,사업보고서
092230,KPX홀딩스,KOSPI,보통주,104300,2.56,440600000000,4225,5879,28.51,1.46,7.5,116716502340.0,1163725582000.0,534897962388.0,42963988071.0,1641915205141.0,2176813167529.0,32.58,3.69,7.11,2025,사업보고서
317400,자이에스앤디,KOSPI,보통주,11250,1.99,436300000000,38783,942563,5.05,12.28,6.42,37119411185.0,1387596056216.0,493913412866.0,12505665943.0,696004064996.0,1189917477862.0,70.96,0.9,5.33,2025,사업보고서
017900,광전자,KOSPI,보통주,7510,-4.7,435200000000,57944,1096679,17.8,39.11,1.77,4226529140.0,132685277641.0,17171499881.0,1204703470.0,241121478304.0,258292978185.0,7.12,0.91,1.75,2025,사업보고서
004700,조광피혁,KOSPI,보통주,65200,1.88,433500000000,6649,284,0.63,43.47,2.06,11541573362.0,97880064978.0,84133319601.0,8789865516.0,577863111460.0,661996431061.0,14.56,8.98,2.0,2025,사업보고서
005420,코스모화학,KOSPI,보통주,11280,0.18,433200000000,38408,111223,5.07,-22.34,-13.52,-30961125757.0,664155164378.0,584052108436.0,-15986153874.0,584313905841.0,1168366014277.0,99.96,-2.41,-5.3,2025,사업보고서
003030,세아제강지주,KOSPI,보통주,103400,3.71,428200000000,4142,15351,8.34,-3.65,3.11,97853853614.0,3759574982771.0,3313662457400.0,205826153302.0,2733117514567.0,6046779971967.0,121.24,5.47,3.58,2025,사업보고서
403550,쏘카,KOSPI,보통주,11260,1.17,427200000000,37940,15007,0.32,-24.43,-10.56,-18389076242.0,470702674379.0,423222764694.0,23248933130.0,164872262389.0,588095027083.0,256.7,4.94,-11.15,2025,사업보고서
001200,유진투자증권,KOSPI,보통주,4395,1.27,425700000000,96866,351490,10.89,3.83,5.91,64538264177.0,1694075188265.0,9916557486041.0,84440893235.0,1132470877280.0,11049028363321.0,875.66,4.98,5.7,2025,사업보고서
016590,신대양제지,KOSPI,보통주,10400,3.48,419100000000,40298,16872,1.96,12.81,3.83,22272440036.0,639529019559.0,201750168566.0,22240505362.0,721148901759.0,922899070325.0,27.98,3.48,3.09,2025,사업보고서
016610,DB증권,KOSPI,보통주,9870,1.23,418900000000,42446,44215,9.49,4.65,7.66,95458788281.0,1921987648624.0,13001159728772.0,116698438500.0,1263573239071.0,14264732967843.0,1028.92,6.07,7.55,2025,사업보고서
130660,한전산업,KOSPI,보통주,12800,-2.07,417300000000,32600,573267,2.6,85.91,3.71,4060067783.0,394548141840.0,101464870203.0,6574990617.0,103060664504.0,204525534707.0,98.45,1.67,3.94,2025,사업보고서
009900,명신산업,KOSPI,보통주,7950,-0.5,417100000000,52470,76997,5.65,4.69,9.4,68334903349.0,1619154581776.0,651835347699.0,102591824890.0,768885710570.0,1420721058269.0,84.78,6.34,8.89,2025,사업보고서
008730,율촌화학,KOSPI,보통주,16800,4.54,416600000000,24800,58113,5.59,83.17,1.43,4165013001.0,485382903935.0,395344319586.0,8514206208.0,292217763376.0,687562082962.0,135.29,1.75,1.43,2025,사업보고서
484870,엠앤씨솔루션,KOSPI,보통주,15110,0.33,414900000000,27462,67153,8.61,9.68,25.32,45587701777.0,403348735243.0,208240784443.0,56064984646.0,194707837792.0,402948622235.0,106.95,13.9,23.41,2025,사업보고서
003000,부광약품,KOSPI,보통주,4200,0.72,414400000000,98665,134768,7.25,45.65,4.3,12433079755.0,200714183691.0,135362536191.0,14163801286.0,340932074140.0,476294610331.0,39.7,7.06,3.65,2025,사업보고서
003280,흥아해운,KOSPI,보통주,1720,1.24,413500000000,240425,2189094,2.55,17.55,12.66,30324384354.0,180812754057.0,192913139530.0,11275759234.0,259908884187.0,452822023717.0,74.22,6.24,11.67,2025,사업보고서
002810,삼영무역,KOSPI,보통주,22250,-0.89,410900000000,18467,13135,20.2,6.12,10.06,61352454987.0,446867820266.0,104299998627.0,12762460946.0,666743914687.0,771043913314.0,15.64,2.86,9.2,2025,사업보고서
357120,코람코라이프인프라리츠,KOSPI,보통주,4210,-2.32,409800000000,97335,147107,1.62,23.39,1.36,6673467256.0,38554129732.0,807665888748.0,24157963679.0,480457433054.0,1288123321802.0,168.1,62.66,1.39,2025,사업보고서
0120G0,삼양바이오팜,KOSPI,보통주,54800,0.0,407500000000,7436,65525,3.1,29.45,,2236509935.0,28594373504.0,104548880007.0,2691177859.0,234733712990.0,339282592997.0,44.54,9.41,0.95,2025,사업보고서
192650,드림텍,KOSPI,보통주,6150,4.59,405200000000,65887,1145007,59.09,-44.24,0.02,13246702211.0,1230621374284.0,378968077918.0,31373220604.0,484177875244.0,863145953162.0,78.27,2.55,2.74,2025,사업보고서
344820,KCC글라스,KOSPI,보통주,25300,1.0,404100000000,15971,4814,4.73,-7.22,-5.83,-83642899298.0,1900606191952.0,934408587490.0,-75207086786.0,1379175278139.0,2313583865629.0,67.75,-3.96,-6.06,2025,사업보고서
271940,일진하이솔루스,KOSPI,보통주,11100,3.26,403100000000,36313,50480,3.36,-2775.0,-0.63,-1999171539.0,81586396146.0,32872283224.0,-11204466312.0,315093073673.0,347965356897.0,10.43,-13.73,-0.63,2025,사업보고서
001940,KISCO홀딩스,KOSPI,보통주,28300,1.25,401200000000,14176,16527,7.81,-18.33,-1.57,-23193674600.0,825260643220.0,162896067404.0,-70747195052.0,1494288788942.0,1657184856346.0,10.9,-8.57,-1.55,2025,사업보고서
029530,신도리코,KOSPI,보통주,41100,-0.24,399300000000,9716,1484,11.6,10.54,1.88,20068805676.0,317327883419.0,81166306061.0,6247695108.0,1067863151088.0,1149029457149.0,7.6,1.97,1.88,2025,사업보고서
183190,아세아시멘트,KOSPI,보통주,11050,4.74,397600000000,35978,77004,4.33,34.64,1.55,16434140000.0,1022789744000.0,1076825917000.0,77134472000.0,1101128388000.0,2177954305000.0,97.79,7.54,1.49,2025,사업보고서
194370,제이에스코퍼레이션,KOSPI,보통주,13690,2.39,397200000000,29017,37663,2.93,4.87,15.29,85754295315.0,1288232609221.0,1281481146132.0,140512479061.0,527493607564.0,1808974753696.0,242.94,10.91,16.26,2025,사업보고서
306200,세아제강,KOSPI,보통주,139300,0.29,395100000000,2836,9563,3.6,7.05,2.69,29999162195.0,1484796736010.0,706238327191.0,49601484490.0,1122055270502.0,1828293597693.0,62.94,3.34,2.67,2025,사업보고서
452260,한화갤러리아,KOSPI,보통주,2035,0.25,394500000000,193860,510573,2.15,15.3,0.41,3312714308.0,575165691122.0,1192463769251.0,9413650685.0,824636627293.0,2017100396544.0,144.6,1.64,0.4,2025,사업보고서
950210,프레스티지바이오파마,KOSPI,보통주,6430,2.88,386400000000,60096,41186,63.64,-6.74,5.25,2974299.0,10215103.0,174980222.0,-48025250.0,374750236.0,549730458.0,46.69,-470.14,0.79,2025,사업보고서
015360,INVENI,KOSPI,보통주,14010,-0.28,381800000000,27250,11397,5.04,4.88,15.46,86715394000.0,1327599497000.0,912265659000.0,111715072000.0,645396467000.0,1557662126000.0,141.35,8.41,13.44,2025,사업보고서
027410,BGF,KOSPI,보통주,3975,1.66,380500000000,95717,46829,5.55,5.74,3.35,56415859416.0,469468454559.0,375062866305.0,61173853919.0,2022289384989.0,2397352251294.0,18.55,13.03,2.79,2025,사업보고서
031430,신세계인터내셔날,KOSPI,보통주,10710,2.39,374700000000,34986,77678,6.79,18.25,0.51,4119597354.0,1109969262713.0,592689936186.0,-11496780963.0,840487774150.0,1433177710336.0,70.52,-1.04,0.49,2025,사업보고서
006220,제주은행,KOSPI,보통주,9890,0.2,373800000000,37799,495383,0.71,24.3,2.25,13930000000.0,,7372657000000.0,9934000000.0,647270000000.0,8019927000000.0,1139.04,,2.15,2025,사업보고서
017810,풀무원,KOSPI,보통주,9800,2.62,373600000000,38121,46772,1.15,8.54,5.9,15159940983.0,3380189222782.0,1730428504095.0,93173090796.0,617724652878.0,2348153156973.0,280.13,2.76,2.45,2025,사업보고서
170900,동아에스티,KOSPI,보통주,38250,2.0,372100000000,9728,5074,19.47,43.07,-4.36,-37611298405.0,808780057197.0,740397480634.0,623189224.0,671648550347.0,1412046030981.0,110.24,0.08,-5.6,2025,사업보고서
104700,한국철강,KOSPI,보통주,10120,2.64,368900000000,36450,48000,5.67,-23.81,-1.13,-8922947072.0,486605490510.0,95937715408.0,-38699180493.0,770845640468.0,866783355876.0,12.45,-7.95,-1.16,2025,사업보고서
060980,HL홀딩스,KOSPI,보통주,40500,2.02,367700000000,9079,10324,12.44,6.78,1.95,21499473867.0,1335036122998.0,1255967855391.0,88690069899.0,1075839444413.0,2331807299804.0,116.74,6.64,2.0,2025,사업보고서
089590,제주항공,KOSPI,보통주,4555,2.82,367300000000,80641,126756,2.6,-3.46,-38.85,-116400560741.0,1579940872409.0,2075837540362.0,-111660044639.0,275152877297.0,2350990417659.0,754.43,-7.07,-42.3,2025,사업보고서
007690,국도화학,KOSPI,보통주,39150,4.12,362600000000,9261,15219,19.99,6.86,2.56,21898775802.0,1395556194366.0,873181013894.0,53170435543.0,876318119254.0,1749499133148.0,99.64,3.81,2.5,2025,사업보고서
126560,현대퓨처넷,KOSPI,보통주,3310,1.22,361500000000,109201,84514,0.82,39.88,1.03,7155372000.0,264515033000.0,58493158000.0,6309224000.0,824301152000.0,882794310000.0,7.1,2.39,0.87,2025,사업보고서
024720,콜마홀딩스,KOSPI,보통주,10530,4.99,361100000000,34296,157222,22.84,7.72,3.85,11144466434.0,630111809477.0,487495806567.0,47742544330.0,806907204020.0,1294403010587.0,60.42,7.58,1.38,2025,사업보고서
004710,한솔테크닉스,KOSPI,보통주,6770,-2.03,359600000000,53120,355499,6.82,-20.15,-4.1,554181787.0,1252424760923.0,503341439002.0,20415690200.0,492683967731.0,996025406733.0,102.16,1.63,0.11,2025,사업보고서
105630,한세실업,KOSPI,보통주,8930,0.68,357200000000,40000,62483,5.5,10.12,7.93,57255205232.0,1941776924955.0,800934212365.0,83416342796.0,734724634343.0,1535658846708.0,109.01,4.3,7.79,2025,사업보고서
005610,삼립,KOSPI,보통주,40950,3.15,353400000000,8629,3263,2.0,-37.85,2.92,14035102418.0,3370480879745.0,763318353654.0,38738589176.0,481554949129.0,1244873302783.0,158.51,1.15,2.91,2025,사업보고서
097520,엠씨넥스,KOSPI,보통주,20150,0.75,350600000000,17402,17333,12.96,10.51,13.61,51554637396.0,1279236953303.0,170874943093.0,52015262942.0,385519174567.0,556394117660.0,44.32,4.07,13.37,2025,사업보고서
009160,SIMPAC,KOSPI,보통주,5320,4.31,347800000000,65371,69386,1.36,14.99,3.79,22353244341.0,1179040874617.0,663504758040.0,45956315730.0,670338559572.0,1333843317612.0,98.98,3.9,3.33,2025,사업보고서
020000,한섬,KOSPI,보통주,16000,2.63,343600000000,21477,59813,25.21,6.35,3.25,46244859000.0,1491764026000.0,297739393000.0,52178677000.0,1437094095000.0,1734833488000.0,20.72,3.5,3.22,2025,사업보고서
011930,신성이엔지,KOSPI,보통주,16910,0.24,343400000000,20306,147727,0.0,-74.82,-2.97,-8194539332.0,567454391304.0,367371934211.0,1281312264.0,233314248039.0,600686182250.0,157.46,0.23,-3.51,2025,사업보고서
011760,현대코퍼레이션,KOSPI,보통주,25850,0.78,342000000000,13229,13544,10.34,3.46,12.91,86784804700.0,7554286077242.0,1629914358887.0,140131311551.0,694796475277.0,2324710834164.0,234.59,1.85,12.49,2025,사업보고서
015860,일진홀딩스,KOSPI,보통주,6870,-1.58,339000000000,49347,79037,8.7,-14.56,7.12,89603639629.0,2282724142096.0,1191742504387.0,145590773490.0,1152721977889.0,2344464482276.0,103.39,6.38,7.77,2025,사업보고서
002310,아세아제지,KOSPI,보통주,8560,2.51,337700000000,39450,50709,5.0,12.83,3.52,29610213131.0,855126180115.0,189225151771.0,27216050086.0,845325745299.0,1034550897070.0,22.38,3.18,3.5,2025,사업보고서
002020,코오롱,KOSPI,보통주,25950,0.39,335000000000,12908,26358,14.15,-5.09,-8.92,-296605779721.0,5886133083763.0,5023677932299.0,60501208348.0,2423307276517.0,7446985208816.0,207.31,1.03,-12.24,2025,사업보고서
092790,넥스틸,KOSPI,보통주,12730,1.11,331000000000,26002,257362,1.94,34.88,7.76,36037763214.0,550992457557.0,235306164892.0,39942217349.0,464015833818.0,699321998710.0,50.71,7.25,7.77,2025,사업보고서
078520,에이블씨엔씨,KOSPI,보통주,12670,10.27,329600000000,26014,264042,9.83,13.85,15.88,14126439364.0,242001742092.0,77171458869.0,17952804266.0,86589765170.0,163761224039.0,89.12,7.42,16.31,2025,사업보고서
145720,덴티움,KOSPI,보통주,38200,2.96,329400000000,8624,16829,13.36,13.0,2.94,16327597542.0,346451532721.0,371584615941.0,64110852662.0,561205669760.0,932790285701.0,66.21,18.5,2.91,2025,사업보고서
200880,서연이화,KOSPI,보통주,12170,0.25,328900000000,27028,26891,6.82,2.58,5.28,61100274095.0,4505249722750.0,1972181090488.0,161799822068.0,1232860355517.0,3205041446005.0,159.97,3.59,4.96,2025,사업보고서
