종목코드,종목명,시장구분,종목구분,현재가,등락률,시가총액,상장주식수,거래량,외국인비율,PER,ROE,당기순이익,매출액,부채총계,영업이익,자본총계,자산총계,부채비율,영업이익률,ROE_계산,기준연도,보고서
066620,국보디자인,KOSDAQ,보통주,25350,1.6,190100000000,7500,5049,13.63,1.72,13.15,39694649005.0,438886977675.0,149236288480.0,45761779944.0,323948087256.0,473184375736.0,46.07,10.43,12.25,2025,사업보고서
143240,사람인,KOSDAQ,보통주,17680,1.14,189800000000,10733,10937,23.35,2.06,41.2,91770600476.0,121236114602.0,59688328319.0,16775417170.0,267009699270.0,326698027589.0,22.35,13.84,34.37,2025,사업보고서
115450,HLB테라퓨틱스,KOSDAQ,보통주,2120,-1.62,187800000000,88580,121652,4.13,-10.44,-6.0,-9667885416.0,69561353835.0,54791634552.0,-3534298673.0,173863423186.0,228655057738.0,31.51,-5.08,-5.56,2025,사업보고서
119830,아이텍,KOSDAQ,보통주,7060,-6.61,187400000000,26539,262450,2.02,-15.97,-2.75,-7002193507.0,48517802480.0,38436336455.0,-257048957.0,171838777042.0,210275113497.0,22.37,-0.53,-4.07,2025,사업보고서
016790,현대사료,KOSDAQ,보통주,994,0.0,187300000000,188472,0,2.38,71.0,5.3,4384187336.0,113027093258.0,19208675692.0,4991149450.0,76548918864.0,95757594556.0,25.09,4.42,5.73,2025,사업보고서
192440,슈피겐코리아,KOSDAQ,보통주,30100,0.67,187100000000,6216,3964,11.97,3.58,5.55,29009144198.0,463698273567.0,43750827757.0,33213220412.0,530316908333.0,574067736090.0,8.25,7.16,5.47,2025,사업보고서
388050,지투파워,KOSDAQ,보통주,10000,-2.25,187100000000,18709,715964,1.75,25.0,14.09,5554279670.0,77377777992.0,47742407999.0,8807016633.0,42133751966.0,89876159965.0,113.31,11.38,13.18,2025,사업보고서
049430,코메론,KOSDAQ,보통주,20650,-0.72,186800000000,9048,14393,22.33,6.06,9.27,22562908297.0,72274341672.0,10285709427.0,17987264966.0,252171807433.0,262457516860.0,4.08,24.89,8.95,2025,사업보고서
064850,에프앤가이드,KOSDAQ,보통주,16370,-1.03,186800000000,11410,16316,10.22,11.59,15.15,10045577451.0,35401545538.0,19536348111.0,10663123187.0,68936101394.0,88472449505.0,28.34,30.12,14.57,2025,사업보고서
357550,석경에이티,KOSDAQ,보통주,34100,-0.58,186000000000,5455,3588,1.5,41.18,9.05,3798225099.0,17546662983.0,10218113347.0,3897552749.0,44060007829.0,54278121176.0,23.19,22.21,8.62,2025,사업보고서
222040,코스맥스엔비티,KOSDAQ,보통주,8970,6.79,185000000000,20628,473705,5.14,6.64,-29.61,-15078947845.0,287479069571.0,234116533889.0,4002712982.0,48842379358.0,282958913247.0,479.33,1.39,-30.87,2025,사업보고서
052710,아모텍,KOSDAQ,보통주,10820,-3.39,183800000000,16983,244413,8.43,-55.2,5.19,7920105732.0,253765089587.0,197078488358.0,5505372842.0,156184713178.0,353263201536.0,126.18,2.17,5.07,2025,사업보고서
204610,티쓰리,KOSDAQ,보통주,3295,-1.49,183600000000,55726,117374,3.67,11.21,17.72,20562096960.0,69512001616.0,14267317313.0,17013526336.0,110492369515.0,124759686828.0,12.91,24.48,18.61,2025,사업보고서
220100,퓨쳐켐,KOSDAQ,보통주,8180,-2.39,183500000000,22427,43624,6.26,-16.49,-20.64,-13813051460.0,18670511678.0,19699410457.0,-7752938320.0,54831166996.0,74530577453.0,35.93,-41.53,-25.19,2025,사업보고서
094820,일진파워,KOSDAQ,보통주,12130,0.08,182900000000,15079,73815,4.17,8.16,13.41,19553746567.0,251984799104.0,177881168264.0,24121399743.0,151216898408.0,329098066672.0,117.63,9.57,12.93,2025,사업보고서
270660,에브리봇,KOSDAQ,보통주,14400,-1.91,182700000000,12691,40089,0.0,-14.05,-19.47,-12746196444.0,34356667933.0,47459975050.0,-3197042632.0,62830596750.0,110290571800.0,75.54,-9.31,-20.29,2025,사업보고서
126600,BGF에코머티리얼즈,KOSDAQ,보통주,2905,0.87,182300000000,62767,16227,1.0,11.48,3.44,10029811079.0,397885888276.0,282057725137.0,17346417585.0,499667445580.0,781725170717.0,56.45,4.36,2.01,2025,사업보고서
464080,에스오에스랩,KOSDAQ,보통주,10100,2.85,181900000000,18014,79420,1.65,-8.29,-60.6,-17702033529.0,6086041489.0,52136671976.0,-16131399828.0,26451195024.0,78587867000.0,197.11,-265.06,-66.92,2025,사업보고서
078150,HB테크놀러지,KOSDAQ,보통주,1915,-0.83,181800000000,94922,333021,2.06,3.61,10.49,28402998846.0,160310839339.0,97169390624.0,6240826214.0,285087266334.0,382256656958.0,34.08,3.89,9.96,2025,사업보고서
126700,하이비젼시스템,KOSDAQ,보통주,12090,0.17,180600000000,14942,71681,11.67,-12.35,-6.7,-23689603286.0,171096948608.0,42426726170.0,-32554245303.0,275409037734.0,317835763904.0,15.4,-19.03,-8.6,2025,사업보고서
402030,코난테크놀로지,KOSDAQ,보통주,14400,0.0,180300000000,12517,29937,0.43,-17.69,-39.38,-9684801987.0,33979970427.0,15962754206.0,-9865474602.0,29558172167.0,45520926373.0,54.0,-29.03,-32.77,2025,사업보고서
950140,잉글우드랩,KOSDAQ,보통주,9050,8.25,179800000000,19868,90397,11.54,5.55,16.09,17447725.0,152431009.0,43524779.0,26274563.0,114701495.0,158226274.0,37.95,17.24,15.21,2025,사업보고서
216080,제테마,KOSDAQ,보통주,4790,-0.93,178600000000,37287,63656,2.86,-129.46,-9.59,-7440739548.0,76902884066.0,144133686341.0,3819154313.0,65002307140.0,209135993481.0,221.74,4.97,-11.45,2025,사업보고서
108380,대양전기공업,KOSDAQ,보통주,18470,-0.75,176700000000,9567,26770,7.29,6.71,9.64,24789386379.0,230094825180.0,52783719431.0,27060476082.0,269199840110.0,321983559541.0,19.61,11.76,9.21,2025,사업보고서
260970,에스앤디,KOSDAQ,보통주,61000,2.87,176500000000,2893,23504,5.14,8.56,26.71,20607893261.0,150937281130.0,22662780452.0,23006354812.0,86239562634.0,108902343086.0,26.28,15.24,23.9,2025,사업보고서
138610,나이벡,KOSDAQ,보통주,15500,-3.12,176200000000,11368,46508,3.56,-7750.0,11.89,4641985404.0,32718793376.0,17179106702.0,5025830136.0,45822995102.0,63002101804.0,37.49,15.36,10.13,2025,사업보고서
054210,이랜텍,KOSDAQ,보통주,6950,1.46,175800000000,25291,71996,6.59,3.86,8.96,26654315861.0,753160333079.0,366845145325.0,43166434159.0,309313145166.0,676158290491.0,118.6,5.73,8.62,2025,사업보고서
083310,엘오티베큠,KOSDAQ,보통주,9830,1.44,175100000000,17810,50528,8.63,134.66,-3.23,-7781162151.0,244892905459.0,78666712807.0,-8054257869.0,243779083289.0,322445796096.0,32.27,-3.29,-3.19,2025,사업보고서
086820,바이오솔루션,KOSDAQ,보통주,6730,-1.17,174500000000,25924,36977,2.05,192.29,0.86,273360996.0,15199886701.0,36477252082.0,-4340637927.0,32003384947.0,68480637029.0,113.98,-28.56,0.85,2025,사업보고서
293780,압타바이오,KOSDAQ,보통주,6170,1.48,173300000000,28093,13163,1.42,-8.3,-32.25,-16346165951.0,3697914750.0,12842354692.0,-15843070615.0,47184636625.0,60026991317.0,27.22,-428.43,-34.64,2025,사업보고서
143160,아이디스,KOSDAQ,보통주,16150,0.94,173100000000,10716,2518,2.33,9.05,7.33,23299533331.0,327595925715.0,115014417784.0,21242195723.0,349947755552.0,464962173336.0,32.87,6.48,6.66,2025,사업보고서
080160,모두투어,KOSDAQ,보통주,9150,1.22,172900000000,18900,24506,10.41,14.03,17.71,14479086684.0,210407391445.0,139001125561.0,7438478888.0,92494524855.0,231495650416.0,150.28,3.54,15.65,2025,사업보고서
0015G0,그린광학,KOSDAQ,보통주,14720,-1.6,172300000000,11703,21401,6.29,35.3,4.44,2047540253.0,41751906908.0,34343376697.0,2202413577.0,65562826401.0,99906203098.0,52.38,5.28,3.12,2025,사업보고서
264850,이랜시스,KOSDAQ,보통주,5680,-3.24,172100000000,30295,210357,1.25,42.07,8.01,4241117790.0,69574700188.0,12623801025.0,3886441610.0,53925506216.0,66549307241.0,23.41,5.59,7.86,2025,사업보고서
176750,듀켐바이오,KOSDAQ,보통주,6030,-0.17,171800000000,28489,12809,1.02,25.12,14.05,6479757905.0,38572364091.0,28436208003.0,7443287746.0,49239976454.0,77676184457.0,57.75,19.3,13.16,2025,사업보고서
308430,셀비온,KOSDAQ,보통주,13310,0.08,171800000000,12905,6847,3.63,22.29,-28.93,-7573629082.0,1945073476.0,12408110821.0,-8244608272.0,22786578557.0,35194689378.0,54.45,-423.87,-33.24,2025,사업보고서
083930,아바코,KOSDAQ,보통주,11700,3.08,171700000000,14677,34289,5.16,5.52,13.62,28650217594.0,392896306694.0,101676725902.0,34618160545.0,221847081425.0,323523807327.0,45.83,8.81,12.91,2025,사업보고서
372170,윤성에프앤씨,KOSDAQ,보통주,21500,0.94,171500000000,7979,17087,1.27,25.69,-10.23,-19159761921.0,100175134197.0,90152869169.0,-31641839337.0,177248917010.0,267401786179.0,50.86,-31.59,-10.81,2025,사업보고서
092130,이크레더블,KOSDAQ,보통주,14240,-0.14,171500000000,12044,3263,9.85,13.08,28.09,12878380445.0,50019110190.0,9987510342.0,15580815077.0,42720107510.0,52707617852.0,23.38,31.15,30.15,2025,사업보고서
230240,에치에프알,KOSDAQ,보통주,12860,-5.86,171200000000,13309,152749,10.83,-9.65,-0.21,-49269972.0,141982727703.0,122084643218.0,-1582194663.0,158571880168.0,280656523386.0,76.99,-1.11,-0.03,2025,사업보고서
355150,코스텍시스,KOSDAQ,보통주,21900,-5.4,170800000000,7797,95434,16.74,-304.17,-2.51,-562518801.0,15220234978.0,33701580911.0,184343617.0,22303728608.0,56005309519.0,151.1,1.21,-2.52,2025,사업보고서
394800,쓰리빌리언,KOSDAQ,보통주,5350,3.08,170200000000,31823,69387,12.84,54.04,-20.87,-5411302059.0,11708662411.0,6071643814.0,-5889097928.0,23597400088.0,29669043902.0,25.73,-50.3,-22.93,2025,사업보고서
134580,탑코미디어,KOSDAQ,보통주,3450,3.92,170100000000,49294,1188501,1.74,172.5,-7.16,-2324402052.0,48604543452.0,27925493596.0,3670011557.0,32441984367.0,60367477963.0,86.08,7.55,-7.16,2025,사업보고서
199820,제일일렉트릭,KOSDAQ,보통주,7650,-0.91,170000000000,22220,138203,3.68,24.06,4.28,6696588664.0,196035438223.0,68019704496.0,11761673281.0,158537026556.0,226556731052.0,42.9,6.0,4.22,2025,사업보고서
179290,엠아이텍,KOSDAQ,보통주,5250,-0.38,169900000000,32366,26089,6.32,8.19,17.32,20362814051.0,67151796290.0,15905619825.0,20674090246.0,125932489267.0,141838109092.0,12.63,30.79,16.17,2025,사업보고서
489460,바이오비쥬,KOSDAQ,보통주,11510,0.17,169800000000,14753,53856,0.46,26.58,8.94,4151918824.0,28490907891.0,1767274482.0,4227326924.0,61979779472.0,63747053954.0,2.85,14.84,6.7,2025,사업보고서
126730,코칩,KOSDAQ,보통주,19290,3.16,169200000000,8770,1180683,0.8,23.76,5.25,2849319517.0,38284849477.0,11400515129.0,1139330952.0,55798968897.0,67199484026.0,20.43,2.98,5.11,2025,사업보고서
417030,니어스랩,KOSDAQ,보통주,29150,-1.85,168400000000,5778,1249966,0.95,-7.04,8.97,,,,,,,,,,2025,사업보고서
382800,지앤비에스 에코,KOSDAQ,보통주,5280,2.13,168100000000,31831,1353764,8.81,7.78,5.51,6316131877.0,91919436496.0,21664343886.0,7756388256.0,117821237974.0,139485581860.0,18.39,8.44,5.36,2025,사업보고서
041920,메디아나,KOSDAQ,보통주,9030,-0.33,167900000000,18598,34126,5.53,17.47,4.01,5274496431.0,64944817855.0,11403632924.0,5950379397.0,135432248814.0,146835881738.0,8.42,9.16,3.89,2025,사업보고서
038390,레드캡투어,KOSDAQ,보통주,10020,0.2,167500000000,16721,17499,7.09,6.54,11.36,23682586713.0,365552937696.0,509024748298.0,46775282613.0,201266769061.0,710291517359.0,252.91,12.8,11.77,2025,사업보고서
101970,우양에이치씨,KOSDAQ,보통주,11300,4.34,167100000000,14790,11928,0.38,33.63,-2.41,-4313833726.0,100854566106.0,66350547408.0,706458866.0,184304709683.0,250655257091.0,36.0,0.7,-2.34,2025,사업보고서
245620,EDGC,KOSDAQ,보통주,741,0.0,167100000000,225531,0,0.47,0.61,-83.46,28242487129.0,7886099045.0,66538880629.0,-1596857542.0,-22525441423.0,44013439206.0,-295.39,-20.25,-125.38,2025,사업보고서
234690,녹십자웰빙,KOSDAQ,보통주,9300,4.85,167100000000,17963,85563,3.4,30.19,9.2,10010782635.0,164680042293.0,109546239733.0,17294018774.0,112703404746.0,222249644479.0,97.2,10.5,8.88,2025,사업보고서
086670,비엠티,KOSDAQ,보통주,16800,-2.27,166800000000,9926,29556,3.72,7.19,13.96,18937581864.0,146991337484.0,113201167855.0,15313601466.0,149439184056.0,262640351911.0,75.75,10.42,12.67,2025,사업보고서
046120,오르비텍,KOSDAQ,보통주,4875,1.77,165000000000,33855,427619,6.89,15.73,1.34,793321203.0,57908501388.0,121333242542.0,-14011522685.0,111069569129.0,232402811671.0,109.24,-24.2,0.71,2025,사업보고서
256840,한국비엔씨,KOSDAQ,보통주,2410,1.05,164800000000,68395,127020,5.07,57.38,1.22,2046628725.0,95899224534.0,38449580498.0,1630469768.0,239536067195.0,277985647693.0,16.05,1.7,0.85,2025,사업보고서
012860,모베이스전자,KOSDAQ,보통주,2250,-0.66,164800000000,73233,208233,4.76,6.84,8.59,20793712795.0,1044088716546.0,523763089718.0,36789097140.0,251110982976.0,774874072694.0,208.58,3.52,8.28,2025,사업보고서
049630,재영솔루텍,KOSDAQ,보통주,7050,0.0,164700000000,23365,213929,0.0,5.72,9.88,8454000769.0,164545576680.0,113954933953.0,10742804736.0,102218447780.0,216173381733.0,111.48,6.53,8.27,2025,사업보고서
403850,더핑크퐁컴퍼니,KOSDAQ,보통주,11460,0.0,164500000000,14351,33651,4.89,7.97,13.08,18124112294.0,93861865441.0,19699712283.0,19362248868.0,184202712975.0,203902425258.0,10.69,20.63,9.84,2025,사업보고서
068790,DMS,KOSDAQ,보통주,7250,-0.55,163600000000,22570,11137,4.38,1.2,35.52,142187632100.0,155471297435.0,140767554847.0,4236043807.0,433029491769.0,573797046616.0,32.51,2.72,32.84,2025,사업보고서
114840,아이패밀리에스씨,KOSDAQ,보통주,9800,7.1,163500000000,16681,84004,5.11,8.88,22.28,21836761902.0,224096054183.0,37936561808.0,27127744195.0,104455009349.0,142391571157.0,36.32,12.11,20.91,2025,사업보고서
475040,스트라드비젼,KOSDAQ,보통주,3035,-0.33,163200000000,53770,734067,0.48,-2.66,56.61,-62232191926.0,18109229713.0,27188494035.0,-58595029759.0,25287357860.0,52475851895.0,107.52,-323.56,-246.1,2025,사업보고서
072870,메가스터디,KOSDAQ,보통주,13680,2.63,163100000000,11921,24096,18.86,5.56,8.36,29483242953.0,127284905272.0,173995637596.0,20542668813.0,373177555134.0,547173192730.0,46.63,16.14,7.9,2025,사업보고서
123860,아나패스,KOSDAQ,보통주,13450,0.22,163100000000,12123,11861,4.29,292.39,3.67,2714510369.0,108165267297.0,48031099871.0,20152032995.0,75420444693.0,123451544564.0,63.68,18.63,3.6,2025,사업보고서
093190,빅솔론,KOSDAQ,보통주,8450,0.84,162600000000,19239,6997,9.61,5.73,9.57,18319924872.0,133467748246.0,45919519724.0,15913191944.0,225216116073.0,271135635797.0,20.39,11.92,8.13,2025,사업보고서
199430,케이엔알시스템,KOSDAQ,보통주,14480,-5.36,162100000000,11197,69211,0.9,-18.56,-33.15,-8464302681.0,15913249035.0,24061182326.0,-7538380433.0,22883784535.0,46944966861.0,105.15,-47.37,-36.99,2025,사업보고서
032620,GC메디아이,KOSDAQ,보통주,3105,1.64,162100000000,52197,44555,2.15,4.68,30.72,37819362595.0,197696072009.0,68810878150.0,7522327112.0,158889237131.0,227700115281.0,43.31,3.8,23.8,2025,사업보고서
023910,대한약품,KOSDAQ,보통주,27000,2.27,162000000000,6000,12474,20.08,5.88,9.6,27643838542.0,208614118262.0,47449750487.0,31185733351.0,300213631682.0,347663382169.0,15.81,14.95,9.21,2025,사업보고서
122990,와이솔,KOSDAQ,보통주,6080,2.53,162000000000,26639,29229,10.94,-13.22,-12.66,-42131712633.0,321239179749.0,51532636861.0,-36278731959.0,294706144811.0,346238781672.0,17.49,-11.29,-14.3,2025,사업보고서
118990,모트렉스,KOSDAQ,보통주,6590,5.27,161700000000,24537,143738,3.16,9.29,3.06,12536367558.0,702273819074.0,634565444261.0,41788922750.0,290266316809.0,924831761070.0,218.61,5.95,4.32,2025,사업보고서
123410,코리아에프티,KOSDAQ,보통주,5790,3.02,161200000000,27841,68417,44.73,3.86,18.48,44329022171.0,785869151550.0,256140175132.0,45413955880.0,267027241036.0,523167416168.0,95.92,5.78,16.6,2025,사업보고서
042600,새로닉스,KOSDAQ,보통주,12880,2.38,160000000000,12424,19129,4.64,8.65,-29.94,-32061620585.0,164947822818.0,122705307004.0,-2632839358.0,94183091114.0,216888398118.0,130.28,-1.6,-34.04,2025,사업보고서
104480,티케이케미칼,KOSDAQ,보통주,1757,0.4,159700000000,90895,174507,4.28,2.6,9.94,116509818824.0,345756223802.0,248019018194.0,2403179067.0,1227524315490.0,1475543333684.0,20.2,0.7,9.49,2025,사업보고서
066410,버킷스튜디오,KOSDAQ,보통주,1153,0.0,159600000000,138454,0,0.5,-3.02,-33.51,-38263737205.0,17273408347.0,9183673417.0,-6182990399.0,164006726560.0,173190399977.0,5.6,-35.79,-23.33,2025,사업보고서
046070,코다코,KOSDAQ,보통주,10280,0.0,159200000000,15486,0,0.11,-72.91,-43.61,-6617442036.0,271044291023.0,349167110776.0,401652619.0,11413069868.0,360580180644.0,3059.36,0.15,-57.98,2025,사업보고서
119610,인터로조,KOSDAQ,보통주,13860,0.0,158200000000,11414,17673,5.11,10.0,7.91,12934148474.0,118440022952.0,87863781485.0,19482998615.0,157028522713.0,244892304198.0,55.95,16.45,8.24,2025,사업보고서
382900,범한퓨얼셀,KOSDAQ,보통주,17980,7.15,157500000000,8761,229488,3.55,-2568.57,0.98,1182079796.0,43361093941.0,189667514432.0,857853132.0,162693257592.0,352360772024.0,116.58,1.98,0.73,2025,사업보고서
264450,유비쿼스,KOSDAQ,보통주,10680,1.23,156600000000,14665,47081,6.11,4.84,12.92,24053039545.0,116437998535.0,27639143188.0,23104437271.0,195837144120.0,223476287308.0,14.11,19.84,12.28,2025,사업보고서
024800,유성티엔에스,KOSDAQ,보통주,4445,0.57,156600000000,35225,22671,1.33,3.2,10.9,57587548488.0,67042880664.0,96213298664.0,1225404512.0,553456879873.0,649670178537.0,17.38,1.83,10.41,2025,사업보고서
011040,경동제약,KOSDAQ,보통주,5080,0.2,156300000000,30769,10514,1.95,8.76,3.8,8450764230.0,196273042787.0,93022364679.0,7666156975.0,228873103445.0,321895468124.0,40.64,3.91,3.69,2025,사업보고서
263860,지니언스,KOSDAQ,보통주,17210,19.02,156300000000,9080,1064488,26.5,15.1,12.6,7496920564.0,48381253076.0,18188589873.0,7007064713.0,62211095881.0,80399685754.0,29.24,14.48,12.05,2025,사업보고서
054800,아이디스홀딩스,KOSDAQ,보통주,15100,-0.98,156300000000,10348,2351,0.17,3.0,11.11,77964928908.0,908094139658.0,328442435616.0,89736520339.0,890398354545.0,1218840790161.0,36.89,9.88,8.76,2025,사업보고서
032580,피델릭스,KOSDAQ,보통주,4700,7.8,155700000000,33132,1460395,34.99,10.06,-6.42,-2963388471.0,53615518212.0,12621503614.0,-2066008789.0,44800604681.0,57422108295.0,28.17,-3.85,-6.61,2025,사업보고서
389020,자람테크놀로지,KOSDAQ,보통주,22450,-3.44,155000000000,6905,28898,2.83,-25.6,-17.51,-6844416409.0,10643506120.0,41325598501.0,-7064553629.0,35673822351.0,76999420852.0,115.84,-66.37,-19.19,2025,사업보고서
405100,큐알티,KOSDAQ,보통주,12580,-4.19,154600000000,12289,47367,5.11,53.53,3.22,2893787827.0,68861373936.0,66255968303.0,4782984898.0,89260722030.0,155516690333.0,74.23,6.95,3.24,2025,사업보고서
078070,유비쿼스홀딩스,KOSDAQ,보통주,9060,0.33,154600000000,17059,22235,2.81,4.79,7.95,33645392084.0,155662304600.0,33283032452.0,30605437419.0,383904520184.0,417187552636.0,8.67,19.66,8.76,2025,사업보고서
046440,KG파이낸셜,KOSDAQ,보통주,4260,2.28,154400000000,36250,91366,4.9,7.0,6.66,22619031186.0,233770778965.0,196619291938.0,33125178713.0,359612844607.0,556232136545.0,54.68,14.17,6.29,2025,사업보고서
089600,KT나스미디어,KOSDAQ,보통주,13330,0.53,154200000000,11568,45773,4.86,20.57,3.39,6799441526.0,117892709347.0,238575531491.0,12318190519.0,201690323413.0,440265854904.0,118.29,10.45,3.37,2025,사업보고서
093640,케이알엠,KOSDAQ,보통주,4685,-1.16,153900000000,32844,49446,0.0,-12.3,-18.49,-14060062977.0,9034332926.0,35040921904.0,-10212826720.0,70432257070.0,105473178974.0,49.75,-113.04,-19.96,2025,사업보고서
138360,앤로보틱스,KOSDAQ,보통주,1739,0.46,153000000000,87974,205977,4.89,14.49,9.96,6861739914.0,23371415577.0,23432886143.0,581389299.0,85415672851.0,108848558994.0,27.43,2.49,8.03,2025,사업보고서
023600,삼보판지,KOSDAQ,보통주,9540,1.49,152700000000,16008,12052,4.04,4.98,4.6,31781237529.0,539865414411.0,189564845855.0,29908685759.0,669307873322.0,858872719177.0,28.32,5.54,4.75,2025,사업보고서
007330,푸른저축은행,KOSDAQ,보통주,10100,0.0,152300000000,15083,7094,1.69,7.14,6.33,19871582266.0,,1237410892711.0,16947521090.0,320543792584.0,1557954685295.0,386.03,,6.2,2025,사업보고서
187870,디바이스,KOSDAQ,보통주,10860,-2.34,150500000000,13863,71986,7.74,4.24,11.11,16924050945.0,84082993642.0,57204375668.0,17333848510.0,161033111360.0,218237487028.0,35.52,20.62,10.51,2025,사업보고서
126640,화신정공,KOSDAQ,보통주,4290,0.94,150400000000,35056,549409,4.07,6.88,9.15,10313484744.0,378937475942.0,79397672423.0,11781968219.0,118510671446.0,197908343869.0,67.0,3.11,8.7,2025,사업보고서
300080,플리토,KOSDAQ,보통주,9100,2.48,150200000000,16505,47760,7.45,26.69,45.69,6448160859.0,35979641976.0,7364689679.0,6153818311.0,17210478656.0,24575168335.0,42.79,17.1,37.47,2025,사업보고서
251370,와이엠티,KOSDAQ,보통주,8310,0.12,149700000000,18013,34061,4.65,-35.97,-0.93,1469225205.0,144603566752.0,155388822650.0,12924655576.0,218251429614.0,373640252264.0,71.2,8.94,0.67,2025,사업보고서
041020,폴라리스오피스,KOSDAQ,보통주,3005,2.39,149300000000,49684,212751,2.95,20.03,5.45,13476024051.0,,141773407484.0,9119400649.0,502894789118.0,644668196602.0,28.19,,2.68,2025,사업보고서
024060,흥구석유,KOSDAQ,보통주,9950,2.05,149200000000,15000,361869,2.44,355.36,0.2,158316728.0,107851699478.0,13568034703.0,-994855488.0,78436148334.0,92004183037.0,17.3,-0.92,0.2,2025,사업보고서
092070,디엔에프,KOSDAQ,보통주,12880,-0.62,149000000000,11572,4589,4.85,68.15,0.82,1239345478.0,79133452883.0,10790662175.0,-673697018.0,149412625334.0,160203287509.0,7.22,-0.85,0.83,2025,사업보고서
039840,디오,KOSDAQ,보통주,11100,2.68,148900000000,13416,34659,14.35,7.07,-0.69,-1363455464.0,164077830292.0,136784583294.0,10104797840.0,191683147044.0,328467730338.0,71.36,6.16,-0.71,2025,사업보고서
065660,안트로젠,KOSDAQ,보통주,14850,-0.6,148600000000,10006,14978,4.33,-91.67,-1.39,-1373843502.0,7536467883.0,812558817.0,-2433070253.0,87446442311.0,88259001128.0,0.93,-32.28,-1.57,2025,사업보고서
039860,나노엔텍,KOSDAQ,보통주,3900,2.63,148600000000,38093,104892,1.3,24.38,1.92,1580208358.0,38130262567.0,7026705638.0,1101528344.0,90978546176.0,98005251814.0,7.72,2.89,1.74,2025,사업보고서
049960,쎌바이오텍,KOSDAQ,보통주,15760,0.45,148100000000,9400,6414,4.16,8.82,7.92,10125185361.0,53125673480.0,4935851392.0,7913762782.0,131636541715.0,136572393107.0,3.75,14.9,7.69,2025,사업보고서
101360,에코앤드림,KOSDAQ,보통주,8320,3.35,148000000000,17786,53037,4.27,-10.47,-3.96,-8596919787.0,141958412396.0,251062444661.0,-610261853.0,213687331285.0,464749775946.0,117.49,-0.43,-4.02,2025,사업보고서
289080,SV인베스트먼트,KOSDAQ,보통주,2460,-2.19,147900000000,60138,1438354,0.91,-136.67,-1.44,-5232241230.0,21073110564.0,22033926071.0,-6054856551.0,70742138567.0,92776064638.0,31.15,-28.73,-7.4,2025,사업보고서
205500,넥써쓰,KOSDAQ,보통주,1817,0.55,147900000000,81385,102534,1.38,-15.27,-11.89,-3325720690.0,36722406111.0,43899008928.0,1392536492.0,30098074615.0,73997083543.0,145.85,3.79,-11.05,2025,사업보고서
445180,퓨릿,KOSDAQ,보통주,8600,-1.15,147800000000,17189,15888,7.21,8.07,15.1,15154734386.0,142546874717.0,15291072771.0,17217719364.0,107460626907.0,122751699678.0,14.23,12.08,14.1,2025,사업보고서
048870,시너지이노베이션,KOSDAQ,보통주,1677,1.08,147800000000,88107,132991,14.36,14.71,1.53,11184715337.0,113050025181.0,64491719673.0,19163813549.0,272393622485.0,336885342158.0,23.68,16.95,4.11,2025,사업보고서
051160,지어소프트,KOSDAQ,보통주,9530,2.8,147500000000,15474,49742,18.48,9.32,8.8,19209164656.0,587129986929.0,90785417095.0,25128780502.0,225529010174.0,316314427269.0,40.25,4.28,8.52,2025,사업보고서
054450,텔레칩스,KOSDAQ,보통주,9620,0.1,145700000000,15144,20081,2.42,-2.51,-35.76,-61632672813.0,192802105423.0,224563422453.0,-6189468061.0,142975616881.0,367539039334.0,157.06,-3.21,-43.11,2025,사업보고서
331920,셀레믹스,KOSDAQ,보통주,12950,18.92,144800000000,11182,599121,1.12,-26.21,-16.08,-4036458382.0,5767635388.0,1392236187.0,-3324045675.0,23018340463.0,24410576650.0,6.05,-57.63,-17.54,2025,사업보고서
418550,제이오,KOSDAQ,보통주,4520,-2.16,144700000000,32018,46157,1.98,-17.59,-4.27,-7444009476.0,55173743385.0,37349475016.0,-4232215221.0,170230683637.0,207580158653.0,21.94,-7.67,-4.37,2025,사업보고서
265740,엔에프씨,KOSDAQ,보통주,8090,8.3,144500000000,17864,534712,3.09,10.74,16.68,10060020246.0,71621774017.0,26677114381.0,12518073298.0,65376576994.0,92053691375.0,40.81,17.48,15.39,2025,사업보고서
413630,씨피시스템,KOSDAQ,보통주,3960,-1.0,144300000000,36437,2456071,0.36,36.0,4.54,2002088660.0,19053735010.0,2902540908.0,2138726082.0,43520108678.0,46422649586.0,6.67,11.22,4.6,2025,사업보고서
051370,인터플렉스,KOSDAQ,보통주,6170,0.16,143900000000,23327,29326,7.33,4.65,11.11,32829635878.0,467963733214.0,83858680632.0,28645809984.0,317907587604.0,401766268236.0,26.38,6.12,10.33,2025,사업보고서
005990,매일홀딩스,KOSDAQ,보통주,10800,1.03,143600000000,13298,1837,1.09,3.82,7.8,70217748135.0,2196211284329.0,567528749023.0,63972718206.0,856077493776.0,1423606242799.0,66.29,2.91,8.2,2025,사업보고서
013990,아가방컴퍼니,KOSDAQ,보통주,4360,2.95,143400000000,32888,29325,3.78,6.93,6.69,10636507683.0,189078048828.0,57108356173.0,13987123318.0,178560481048.0,235668837221.0,31.98,7.4,5.96,2025,사업보고서
001540,안국약품,KOSDAQ,보통주,10930,0.74,142600000000,13042,49608,4.77,6.58,4.52,7319463691.0,306873904373.0,144663156428.0,9822537198.0,166289461041.0,310952617469.0,86.99,3.2,4.4,2025,사업보고서
